H1N1           H1N2           H2N1           H2N2           H2N3           H3N2           H3N8           H4N6           H5N1           H5N2           H5N6           H5N8           H6N1           H6N2           H6N6           H7N2           H7N7           H7N9           H8N4           H10N2          H10N7          H10N8          H11N9          H13N6          H14N5          H15N9          H16N3          H17N10         H18N11         
66             76             40             60             74             166            124            117            72             84             71             50             72             71             60             94             67             91             60             79             65             86             76             74             87             93             83             44             56             
35             -              35             59             -              136            124            109            82             -              -              -              73             64             70             88             77             105            -              73             67             73             -              71             -              -              80             -              68             
57             -              38             84             -              141            155            130            71             -              -              -              66             -              56             90             67             85             -              67             65             84             -              -              -              -              -              -              -              
57             -              -              91             -              140            144            117            76             -              -              -              70             -              -              95             60             100            -              79             70             92             -              -              -              -              -              -              -              
66             -              -              62             -              135            155            111            79             -              -              -              59             -              -              81             -              86             -              -              59             84             -              -              -              -              -              -              -              
55             -              -              59             -              130            113            -              74             -              -              -              55             -              -              -              -              72             -              -              68             85             -              -              -              -              -              -              -              
73             -              -              60             -              132            125            -              72             -              -              -              71             -              -              -              -              108            -              -              71             84             -              -              -              -              -              -              -              
57             -              -              62             -              124            130            -              58             -              -              -              64             -              -              -              -              80             -              -              58             75             -              -              -              -              -              -              -              
67             -              -              52             -              139            110            -              65             -              -              -              57             -              -              -              -              96             -              -              61             93             -              -              -              -              -              -              -              
65             -              -              59             -              127            83             -              76             -              -              -              60             -              -              -              -              96             -              -              63             111            -              -              -              -              -              -              -              
70             -              -              47             -              129            105            -              81             -              -              -              64             -              -              -              -              81             -              -              64             94             -              -              -              -              -              -              -              
54             -              -              42             -              123            100            -              54             -              -              -              49             -              -              -              -              66             -              -              72             93             -              -              -              -              -              -              -              
54             -              -              -              -              124            113            -              69             -              -              -              -              -              -              -              -              104            -              -              63             88             -              -              -              -              -              -              -              
71             -              -              -              -              122            88             -              50             -              -              -              -              -              -              -              -              68             -              -              71             106            -              -              -              -              -              -              -              
38             -              -              -              -              107            -              -              68             -              -              -              -              -              -              -              -              109            -              -              77             -              -              -              -              -              -              -              -              
66             -              -              -              -              119            -              -              87             -              -              -              -              -              -              -              -              -              -              -              50             -              -              -              -              -              -              -              -              
51             -              -              -              -              127            -              -              79             -              -              -              -              -              -              -              -              -              -              -              104            -              -              -              -              -              -              -              -              
71             -              -              -              -              130            -              -              48             -              -              -              -              -              -              -              -              -              -              -              97             -              -              -              -              -              -              -              -              
51             -              -              -              -              120            -              -              71             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
63             -              -              -              -              126            -              -              63             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
48             -              -              -              -              127            -              -              68             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
53             -              -              -              -              114            -              -              64             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
62             -              -              -              -              113            -              -              69             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
62             -              -              -              -              105            -              -              68             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
54             -              -              -              -              134            -              -              64             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
72             -              -              -              -              122            -              -              57             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
53             -              -              -              -              135            -              -              47             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
77             -              -              -              -              125            -              -              62             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
70             -              -              -              -              135            -              -              71             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
77             -              -              -              -              137            -              -              79             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
70             -              -              -              -              106            -              -              57             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
45             -              -              -              -              143            -              -              77             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
53             -              -              -              -              133            -              -              65             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
51             -              -              -              -              140            -              -              78             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
67             -              -              -              -              137            -              -              56             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
54             -              -              -              -              98             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
50             -              -              -              -              135            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
78             -              -              -              -              125            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
67             -              -              -              -              129            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
59             -              -              -              -              151            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
42             -              -              -              -              135            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
81             -              -              -              -              121            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
71             -              -              -              -              125            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
55             -              -              -              -              142            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
39             -              -              -              -              114            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
60             -              -              -              -              136            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
48             -              -              -              -              134            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
66             -              -              -              -              96             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
76             -              -              -              -              93             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
97             -              -              -              -              123            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
80             -              -              -              -              128            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              -              -              -              134            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              -              -              -              127            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              -              -              -              140            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              -              -              -              138            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              -              -              -              100            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              -              -              -              -              
