Group1         Group2         
65             125            
42             119            
50             111            
61             122            
47             115            
56             120            
49             127            
50             117            
44             119            
47             114            
33             122            
61             103            
64             108            
33             108            
42             104            
47             119            
37             97             
53             110            
56             115            
53             124            
42             114            
58             117            
38             116            
42             102            
54             129            
53             115            
65             130            
54             129            
58             132            
48             129            
52             98             
69             113            
51             115            
51             129            
63             132            
57             101            
52             104            
45             107            
42             125            
46             133            
78             104            
39             107            
44             112            
60             148            
33             97             
24             104            
24             100            
35             102            
57             63             
50             98             
57             113            
57             113            
66             98             
61             111            
52             115            
45             87             
46             124            
55             126            
51             123            
46             114            
43             123            
58             98             
45             108            
58             111            
56             99             
52             72             
45             98             
49             79             
77             100            
68             73             
45             128            
73             140            
67             138            
50             138            
72             133            
58             66             
51             65             
59             73             
54             66             
74             54             
63             67             
77             77             
51             72             
62             62             
65             77             
48             94             
44             69             
50             80             
36             70             
63             60             
49             83             
48             48             
62             73             
32             73             
52             55             
67             63             
68             82             
55             66             
29             98             
68             63             
56             72             
58             74             
59             66             
56             77             
84             68             
59             79             
73             76             
67             74             
71             73             
75             70             
74             76             
54             69             
76             73             
72             73             
56             70             
64             71             
54             66             
42             77             
48             46             
56             88             
40             69             
45             69             
37             71             
47             69             
70             66             
44             64             
44             65             
63             71             
65             59             
49             65             
99             63             
102            61             
-              53             
-              62             
-              47             
-              109            
-              90             
-              -              
