CladeH1_1      CladeH3_2      CladeH7_2      CladeH9_1      CladeH11_1     CladeH17_1     
6              6              18             3              3              0              
6              3              23             -              6              0              
5              4              22             -              7              0              
3              8              15             -              18             -              
5              10             18             -              16             -              
4              5              17             -              -              -              
10             7              21             -              -              -              
4              6              16             -              -              -              
9              8              18             -              -              -              
12             7              9              -              -              -              
6              6              13             -              -              -              
3              9              16             -              -              -              
3              7              12             -              -              -              
11             5              11             -              -              -              
5              1              9              -              -              -              
5              4              7              -              -              -              
9              7              12             -              -              -              
9              6              4              -              -              -              
6              4              7              -              -              -              
9              4              6              -              -              -              
9              7              12             -              -              -              
2              3              20             -              -              -              
2              6              12             -              -              -              
0              5              22             -              -              -              
7              2              16             -              -              -              
9              7              14             -              -              -              
3              2              12             -              -              -              
6              2              9              -              -              -              
1              2              8              -              -              -              
8              1              8              -              -              -              
12             3              8              -              -              -              
3              5              9              -              -              -              
3              6              3              -              -              -              
6              2              11             -              -              -              
12             2              11             -              -              -              
3              2              11             -              -              -              
2              6              13             -              -              -              
12             3              13             -              -              -              
2              5              15             -              -              -              
5              6              11             -              -              -              
6              0              11             -              -              -              
12             3              12             -              -              -              
17             2              11             -              -              -              
3              3              7              -              -              -              
0              1              18             -              -              -              
0              3              14             -              -              -              
0              5              13             -              -              -              
1              3              9              -              -              -              
18             6              10             -              -              -              
21             6              11             -              -              -              
12             5              12             -              -              -              
9              3              15             -              -              -              
7              18             13             -              -              -              
5              6              8              -              -              -              
5              8              12             -              -              -              
7              3              9              -              -              -              
10             3              15             -              -              -              
22             3              9              -              -              -              
14             8              12             -              -              -              
9              10             19             -              -              -              
9              8              15             -              -              -              
9              6              -              -              -              -              
11             4              -              -              -              -              
7              5              -              -              -              -              
9              1              -              -              -              -              
6              0              -              -              -              -              
6              5              -              -              -              -              
20             2              -              -              -              -              
9              1              -              -              -              -              
1              0              -              -              -              -              
6              14             -              -              -              -              
2              21             -              -              -              -              
4              14             -              -              -              -              
6              8              -              -              -              -              
0              8              -              -              -              -              
11             6              -              -              -              -              
6              -              -              -              -              -              
12             -              -              -              -              -              
6              -              -              -              -              -              
9              -              -              -              -              -              
3              -              -              -              -              -              
6              -              -              -              -              -              
13             -              -              -              -              -              
2              -              -              -              -              -              
8              -              -              -              -              -              
8              -              -              -              -              -              
6              -              -              -              -              -              
11             -              -              -              -              -              
19             -              -              -              -              -              
8              -              -              -              -              -              
11             -              -              -              -              -              
11             -              -              -              -              -              
8              -              -              -              -              -              
16             -              -              -              -              -              
7              -              -              -              -              -              
7              -              -              -              -              -              
18             -              -              -              -              -              
18             -              -              -              -              -              
17             -              -              -              -              -              
14             -              -              -              -              -              
9              -              -              -              -              -              
18             -              -              -              -              -              
11             -              -              -              -              -              
19             -              -              -              -              -              
6              -              -              -              -              -              
6              -              -              -              -              -              
10             -              -              -              -              -              
10             -              -              -              -              -              
10             -              -              -              -              -              
9              -              -              -              -              -              
9              -              -              -              -              -              
9              -              -              -              -              -              
8              -              -              -              -              -              
8              -              -              -              -              -              
11             -              -              -              -              -              
10             -              -              -              -              -              
15             -              -              -              -              -              
5              -              -              -              -              -              
6              -              -              -              -              -              
3              -              -              -              -              -              
6              -              -              -              -              -              
6              -              -              -              -              -              
5              -              -              -              -              -              
-              
