H1N1           H1N2           H2N1           H2N2           H2N3           H3N2           H3N8           H4N6           H5N1           H5N2           H5N6           H5N8           H6N1           H6N2           H6N6           H7N2           H7N7           H7N9           H8N4           H10N2          H10N7          H10N8          H11N9          H13N6          H14N5          H15N9          H16N3          H17N10         H18N11         
77             47             59             80             62             65             58             62             80             68             64             54             86             83             63             103            107            110            92             89             85             105            63             54             57             115            85             76             59             
68             -              60             86             -              71             61             57             67             -              -              -              85             85             67             105            115            101            -              94             74             104            -              57             -              -              88             -              63             
65             -              60             71             -              60             35             60             56             -              -              -              91             -              88             103            118            117            -              87             77             104            -              -              -              -              -              -              -              
63             -              -              64             -              59             34             52             60             -              -              -              89             -              -              107            107            117            -              77             107            105            -              -              -              -              -              -              -              
60             -              -              56             -              61             35             67             65             -              -              -              89             -              -              111            -              118            -              -              102            94             -              -              -              -              -              -              -              
67             -              -              64             -              58             56             -              60             -              -              -              86             -              -              -              -              109            -              -              101            109            -              -              -              -              -              -              -              
66             -              -              79             -              58             66             -              41             -              -              -              91             -              -              -              -              95             -              -              92             94             -              -              -              -              -              -              -              
66             -              -              77             -              62             57             -              54             -              -              -              82             -              -              -              -              113            -              -              97             102            -              -              -              -              -              -              -              
70             -              -              61             -              63             62             -              60             -              -              -              82             -              -              -              -              117            -              -              94             95             -              -              -              -              -              -              -              
70             -              -              69             -              63             48             -              55             -              -              -              83             -              -              -              -              116            -              -              96             89             -              -              -              -              -              -              -              
35             -              -              66             -              64             47             -              58             -              -              -              80             -              -              -              -              100            -              -              100            106            -              -              -              -              -              -              -              
51             -              -              57             -              70             45             -              72             -              -              -              68             -              -              -              -              98             -              -              100            83             -              -              -              -              -              -              -              
58             -              -              -              -              59             63             -              74             -              -              -              -              -              -              -              -              110            -              -              100            92             -              -              -              -              -              -              -              
46             -              -              -              -              62             40             -              68             -              -              -              -              -              -              -              -              109            -              -              75             85             -              -              -              -              -              -              -              
58             -              -              -              -              67             -              -              66             -              -              -              -              -              -              -              -              102            -              -              90             -              -              -              -              -              -              -              -              
56             -              -              -              -              66             -              -              79             -              -              -              -              -              -              -              -              -              -              -              93             -              -              -              -              -              -              -              -              
69             -              -              -              -              66             -              -              82             -              -              -              -              -              -              -              -              -              -              -              103            -              -              -              -              -              -              -              -              
58             -              -              -              -              67             -              -              46             -              -              -              -              -              -              -              -              -              -              -              65             -              -              -              -              -              -              -              -              
62             -              -              -              -              62             -              -              48             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
67             -              -              -              -              67             -              -              66             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
40             -              -              -              -              58             -              -              62             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
51             -              -              -              -              58             -              -              60             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
55             -              -              -              -              64             -              -              60             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
66             -              -              -              -              61             -              -              63             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
62             -              -              -              -              82             -              -              65             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
59             -              -              -              -              56             -              -              62             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
58             -              -              -              -              81             -              -              58             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
66             -              -              -              -              82             -              -              61             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
52             -              -              -              -              79             -              -              71             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
69             -              -              -              -              81             -              -              59             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
69             -              -              -              -              66             -              -              65             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
54             -              -              -              -              60             -              -              62             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
59             -              -              -              -              63             -              -              64             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
58             -              -              -              -              90             -              -              67             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
61             -              -              -              -              88             -              -              60             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
63             -              -              -              -              81             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
57             -              -              -              -              63             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
42             -              -              -              -              48             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
42             -              -              -              -              87             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
66             -              -              -              -              105            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
45             -              -              -              -              76             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
39             -              -              -              -              55             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
36             -              -              -              -              84             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
42             -              -              -              -              93             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
39             -              -              -              -              64             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
30             -              -              -              -              66             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
33             -              -              -              -              70             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
38             -              -              -              -              73             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
93             -              -              -              -              36             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
91             -              -              -              -              60             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
71             -              -              -              -              60             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              -              -              -              62             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              -              -              -              57             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              -              -              -              58             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              -              -              -              55             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              -              -              -              51             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              -              -              -              -              
