H1N1           H1N2           H2N1           H2N2           H2N3           H3N2           H3N8           H4N6           H5N1           H5N2           H5N6           H5N8           H6N1           H6N2           H6N6           H7N2           H7N7           H7N9           H8N4           H10N2          H10N7          H10N8          H11N9          H13N6          H14N5          H15N9          H16N3          H17N10         H18N11         
14             9              13             10             7              9              11             6              12             28             21             10             7              7              12             5              3              5              4              0              0              5              0              3              6              3              0              22             11             
15             -              12             14             -              20             10             6              16             -              -              -              8              9              12             5              3              6              -              3              1              1              -              3              -              -              0              -              12             
12             -              13             8              -              12             9              6              21             -              -              -              9              -              9              4              3              0              -              2              0              2              -              -              -              -              -              -              -              
15             -              -              19             -              12             8              7              21             -              -              -              7              -              -              4              6              7              -              3              2              2              -              -              -              -              -              -              -              
12             -              -              13             -              11             9              12             17             -              -              -              7              -              -              0              -              0              -              -              1              0              -              -              -              -              -              -              -              
15             -              -              12             -              12             15             -              18             -              -              -              6              -              -              -              -              6              -              -              4              3              -              -              -              -              -              -              -              
14             -              -              18             -              11             14             -              19             -              -              -              6              -              -              -              -              6              -              -              0              0              -              -              -              -              -              -              -              
11             -              -              0              -              12             14             -              15             -              -              -              8              -              -              -              -              3              -              -              5              3              -              -              -              -              -              -              -              
13             -              -              13             -              13             11             -              21             -              -              -              7              -              -              -              -              3              -              -              2              0              -              -              -              -              -              -              -              
11             -              -              14             -              12             7              -              11             -              -              -              8              -              -              -              -              6              -              -              6              3              -              -              -              -              -              -              -              
10             -              -              12             -              12             5              -              11             -              -              -              11             -              -              -              -              3              -              -              3              4              -              -              -              -              -              -              -              
15             -              -              13             -              6              11             -              7              -              -              -              13             -              -              -              -              6              -              -              3              6              -              -              -              -              -              -              -              
15             -              -              -              -              12             13             -              14             -              -              -              -              -              -              -              -              6              -              -              2              3              -              -              -              -              -              -              -              
20             -              -              -              -              11             17             -              0              -              -              -              -              -              -              -              -              2              -              -              5              3              -              -              -              -              -              -              -              
13             -              -              -              -              2              -              -              2              -              -              -              -              -              -              -              -              9              -              -              2              -              -              -              -              -              -              -              -              
12             -              -              -              -              11             -              -              13             -              -              -              -              -              -              -              -              -              -              -              0              -              -              -              -              -              -              -              -              
14             -              -              -              -              25             -              -              10             -              -              -              -              -              -              -              -              -              -              -              6              -              -              -              -              -              -              -              -              
12             -              -              -              -              10             -              -              22             -              -              -              -              -              -              -              -              -              -              -              2              -              -              -              -              -              -              -              -              
14             -              -              -              -              11             -              -              19             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
11             -              -              -              -              10             -              -              17             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
14             -              -              -              -              13             -              -              6              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
10             -              -              -              -              15             -              -              12             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
4              -              -              -              -              12             -              -              18             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
11             -              -              -              -              12             -              -              21             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
10             -              -              -              -              9              -              -              10             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
10             -              -              -              -              12             -              -              13             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
