CladeH1_1      CladeH3_2      CladeH7_2      CladeH9_1      CladeH11_1     CladeH17_1     
77             65             103            92             63             76             
68             71             105            -              54             59             
65             60             103            -              57             63             
63             59             107            -              85             -              
60             61             111            -              88             -              
67             58             107            -              -              -              
66             58             115            -              -              -              
66             62             118            -              -              -              
70             63             107            -              -              -              
70             63             110            -              -              -              
35             64             101            -              -              -              
51             70             117            -              -              -              
58             59             117            -              -              -              
46             62             118            -              -              -              
58             67             109            -              -              -              
56             66             95             -              -              -              
69             66             113            -              -              -              
58             67             117            -              -              -              
62             62             116            -              -              -              
67             67             100            -              -              -              
40             58             98             -              -              -              
51             58             110            -              -              -              
55             64             109            -              -              -              
66             61             102            -              -              -              
62             82             89             -              -              -              
59             56             94             -              -              -              
58             81             87             -              -              -              
66             82             77             -              -              -              
52             79             85             -              -              -              
69             81             74             -              -              -              
69             66             77             -              -              -              
54             60             107            -              -              -              
59             63             102            -              -              -              
58             90             101            -              -              -              
61             88             92             -              -              -              
63             81             97             -              -              -              
57             63             94             -              -              -              
42             48             96             -              -              -              
42             87             100            -              -              -              
66             105            100            -              -              -              
45             76             100            -              -              -              
39             55             75             -              -              -              
36             84             90             -              -              -              
42             93             93             -              -              -              
39             64             103            -              -              -              
30             66             65             -              -              -              
33             70             105            -              -              -              
38             73             104            -              -              -              
93             36             104            -              -              -              
91             60             105            -              -              -              
71             60             94             -              -              -              
47             62             109            -              -              -              
59             57             94             -              -              -              
60             58             102            -              -              -              
60             55             95             -              -              -              
80             51             89             -              -              -              
86             58             106            -              -              -              
71             61             83             -              -              -              
64             35             92             -              -              -              
56             34             85             -              -              -              
64             35             115            -              -              -              
79             56             -              -              -              -              
77             66             -              -              -              -              
61             57             -              -              -              -              
69             62             -              -              -              -              
66             48             -              -              -              -              
57             47             -              -              -              -              
62             45             -              -              -              -              
80             63             -              -              -              -              
67             40             -              -              -              -              
56             62             -              -              -              -              
60             57             -              -              -              -              
65             60             -              -              -              -              
60             52             -              -              -              -              
41             67             -              -              -              -              
54             57             -              -              -              -              
60             -              -              -              -              -              
55             -              -              -              -              -              
58             -              -              -              -              -              
72             -              -              -              -              -              
74             -              -              -              -              -              
68             -              -              -              -              -              
66             -              -              -              -              -              
79             -              -              -              -              -              
82             -              -              -              -              -              
46             -              -              -              -              -              
48             -              -              -              -              -              
66             -              -              -              -              -              
62             -              -              -              -              -              
60             -              -              -              -              -              
60             -              -              -              -              -              
63             -              -              -              -              -              
65             -              -              -              -              -              
62             -              -              -              -              -              
58             -              -              -              -              -              
61             -              -              -              -              -              
71             -              -              -              -              -              
59             -              -              -              -              -              
65             -              -              -              -              -              
62             -              -              -              -              -              
64             -              -              -              -              -              
67             -              -              -              -              -              
60             -              -              -              -              -              
68             -              -              -              -              -              
64             -              -              -              -              -              
54             -              -              -              -              -              
86             -              -              -              -              -              
85             -              -              -              -              -              
91             -              -              -              -              -              
89             -              -              -              -              -              
89             -              -              -              -              -              
86             -              -              -              -              -              
91             -              -              -              -              -              
82             -              -              -              -              -              
82             -              -              -              -              -              
83             -              -              -              -              -              
80             -              -              -              -              -              
68             -              -              -              -              -              
83             -              -              -              -              -              
85             -              -              -              -              -              
63             -              -              -              -              -              
67             -              -              -              -              -              
88             -              -              -              -              -              
-              
