Avian          Bat            Canine         Equine         Human          Seal           Swine          
50             41             46             47             70             39             70             
24             46             43             41             64             42             76             
34             58             34             46             62             41             60             
39             -              47             39             59             43             48             
29             -              -              43             61             49             41             
39             -              -              30             66             39             44             
41             -              -              -              72             42             41             
43             -              -              -              64             42             46             
63             -              -              -              72             39             37             
59             -              -              -              69             42             -              
56             -              -              -              54             40             -              
47             -              -              -              61             39             -              
50             -              -              -              60             34             -              
48             -              -              -              49             32             -              
50             -              -              -              54             35             -              
39             -              -              -              64             33             -              
39             -              -              -              57             36             -              
39             -              -              -              63             30             -              
64             -              -              -              62             -              -              
45             -              -              -              64             -              -              
55             -              -              -              56             -              -              
61             -              -              -              54             -              -              
62             -              -              -              45             -              -              
59             -              -              -              49             -              -              
45             -              -              -              64             -              -              
60             -              -              -              49             -              -              
59             -              -              -              62             -              -              
66             -              -              -              60             -              -              
51             -              -              -              53             -              -              
39             -              -              -              55             -              -              
55             -              -              -              63             -              -              
37             -              -              -              52             -              -              
51             -              -              -              53             -              -              
42             -              -              -              60             -              -              
47             -              -              -              64             -              -              
56             -              -              -              63             -              -              
65             -              -              -              50             -              -              
41             -              -              -              36             -              -              
42             -              -              -              38             -              -              
54             -              -              -              53             -              -              
59             -              -              -              39             -              -              
52             -              -              -              32             -              -              
60             -              -              -              42             -              -              
33             -              -              -              51             -              -              
30             -              -              -              48             -              -              
37             -              -              -              60             -              -              
37             -              -              -              56             -              -              
42             -              -              -              53             -              -              
38             -              -              -              50             -              -              
40             -              -              -              49             -              -              
65             -              -              -              50             -              -              
56             -              -              -              37             -              -              
41             -              -              -              42             -              -              
41             -              -              -              43             -              -              
91             -              -              -              44             -              -              
99             -              -              -              43             -              -              
-              -              -              -              42             -              -              
-              -              -              -              42             -              -              
-              -              -              -              41             -              -              
-              -              -              -              41             -              -              
-              -              -              -              41             -              -              
-              -              -              -              41             -              -              
-              -              -              -              39             -              -              
-              -              -              -              43             -              -              
-              -              -              -              43             -              -              
-              -              -              -              28             -              -              
-              -              -              -              39             -              -              
-              -              -              -              55             -              -              
-              -              -              -              41             -              -              
-              -              -              -              44             -              -              
-              -              -              -              33             -              -              
-              -              -              -              37             -              -              
-              -              -              -              38             -              -              
-              -              -              -              39             -              -              
-              -              -              -              41             -              -              
-              -              -              -              48             -              -              
-              -              -              -              41             -              -              
-              -              -              -              47             -              -              
-              -              -              -              49             -              -              
-              -              -              -              50             -              -              
-              -              -              -              49             -              -              
-              -              -              -              41             -              -              
-              -              -              -              41             -              -              
-              -              -              -              39             -              -              
-              -              -              -              45             -              -              
-              -              -              -              51             -              -              
-              -              -              -              51             -              -              
-              -              -              -              39             -              -              
-              -              -              -              35             -              -              
-              -              -              -              46             -              -              
-              -              -              -              43             -              -              
-              -              -              -              42             -              -              
-              -              -              -              40             -              -              
-              -              -              -              49             -              -              
-              -              -              -              48             -              -              
-              -              -              -              40             -              -              
-              -              -              -              27             -              -              
-              -              -              -              32             -              -              
-              -              -              -              34             -              -              
-              -              -              -              32             -              -              
-              -              -              -              30             -              -              
-              -              -              -              41             -              -              
-              -              -              -              49             -              -              
-              -              -              -              40             -              -              
-              -              -              -              62             -              -              
-              -              -              -              55             -              -              
-              -              -              -              67             -              -              
-              -              -              -              50             -              -              
-              -              -              -              50             -              -              
-              -              -              -              68             -              -              
-              -              -              -              41             -              -              
-              -              -              -              49             -              -              
-              -              -              -              63             -              -              
-              -              -              -              56             -              -              
-              -              -              -              58             -              -              
-              -              -              -              61             -              -              
-              -              -              -              41             -              -              
-              -              -              -              59             -              -              
-              -              -              -              54             -              -              
-              -              -              -              39             -              -              
-              -              -              -              60             -              -              
-              -              -              -              59             -              -              
-              -              -              -              44             -              -              
-              -              -              -              45             -              -              
-              -              -              -              61             -              -              
-              -              -              -              63             -              -              
-              -              -              -              63             -              -              
-              -              -              -              60             -              -              
-              -              -              -              58             -              -              
-              -              -              -              59             -              -              
-              -              -              -              62             -              -              
-              -              -              -              56             -              -              
-              -              -              -              64             -              -              
-              -              -              -              59             -              -              
-              -              -              -              66             -              -              
-              -              -              -              44             -              -              
-              -              -              -              40             -              -              
-              -              -              -              43             -              -              
-              -              -              -              40             -              -              
-              -              -              -              57             -              -              
-              -              -              -              34             -              -              
-              -              -              -              36             -              -              
-              -              -              -              38             -              -              
-              -              -              -              35             -              -              
-              -              -              -              39             -              -              
-              -              -              -              42             -              -              
-              -              -              -              35             -              -              
-              -              -              -              33             -              -              
-              -              -              -              40             -              -              
-              -              -              -              44             -              -              
-              -              -              -              29             -              -              
-              -              -              -              35             -              -              
-              -              -              -              34             -              -              
-              -              -              -              27             -              -              
-              -              -              -              39             -              -              
-              -              -              -              43             -              -              
-              -              -              -              42             -              -              
-              -              -              -              41             -              -              
-              -              -              -              38             -              -              
-              -              -              -              27             -              -              
-              -              -              -              30             -              -              
-              -              -              -              30             -              -              
-              -              -              -              30             -              -              
-              -              -              -              34             -              -              
-              -              -              -              30             -              -              
-              -              -              -              33             -              -              
-              -              -              -              28             -              -              
-              -              -              -              31             -              -              
-              -              -              -              34             -              -              
-              -              -              -              31             -              -              
-              -              -              -              23             -              -              
-              -              -              -              25             -              -              
-              -              -              -              28             -              -              
-              -              -              -              -              
