Group1         Group2         
65             40             
53             48             
56             48             
48             52             
54             50             
59             49             
62             52             
54             50             
65             49             
60             55             
50             50             
50             46             
51             51             
43             55             
51             29             
55             46             
56             59             
54             50             
63             52             
58             34             
57             38             
46             41             
35             43             
39             45             
60             54             
40             48             
56             53             
48             55             
46             59             
47             57             
52             47             
51             46             
43             45             
57             55             
59             60             
63             57             
45             48             
27             41             
30             53             
52             52             
36             51             
28             39             
29             56             
45             60             
27             40             
40             44             
42             41             
28             40             
64             50             
70             45             
57             50             
48             53             
34             41             
36             51             
40             52             
45             49             
39             53             
54             51             
51             53             
43             49             
41             53             
42             53             
47             51             
54             52             
48             47             
45             50             
46             42             
39             45             
56             48             
52             44             
52             56             
40             54             
41             51             
53             59             
34             42             
39             64             
48             60             
44             66             
54             58             
52             69             
33             55             
49             51             
47             55             
34             59             
53             60             
48             62             
42             48             
54             54             
42             52             
44             54             
51             47             
53             49             
52             56             
46             50             
54             52             
57             52             
55             57             
42             55             
37             60             
53             36             
34             39             
42             47             
40             43             
40             44             
40             47             
50             51             
54             49             
55             50             
56             49             
58             45             
52             45             
56             44             
57             42             
54             41             
60             43             
53             45             
59             36             
61             45             
29             43             
31             48             
55             45             
55             38             
51             39             
47             40             
27             39             
65             40             
61             41             
96             41             
103            40             
47             33             
38             40             
46             38             
-              28             
-              31             
-              37             
-              55             
-              59             
-              -              
