Group1         Group2         
9              4              
13             9              
17             3              
15             9              
20             9              
15             9              
12             9              
17             9              
13             9              
10             9              
5              9              
15             5              
15             9              
13             9              
16             3              
21             9              
10             3              
14             9              
9              9              
11             3              
7              9              
13             9              
9              10             
16             10             
9              10             
12             9              
9              9              
14             9              
16             12             
9              12             
11             2              
12             9              
12             9              
9              9              
15             9              
10             2              
12             8              
16             9              
15             12             
16             15             
3              13             
15             8              
17             11             
14             12             
14             7              
12             12             
28             0              
14             6              
10             5              
9              6              
10             9              
10             9              
15             11             
17             11             
14             10             
15             9              
13             8              
10             10             
13             10             
14             9              
13             10             
16             7              
10             6              
13             6              
15             7              
14             9              
15             8              
20             10             
14             6              
21             10             
12             5              
25             7              
21             10             
12             11             
9              3              
12             13             
15             12             
9              13             
23             11             
22             0              
13             9              
21             9              
13             13             
10             13             
20             6              
12             12             
12             8              
11             3              
3              5              
13             0              
11             8              
12             7              
10             8              
3              6              
18             12             
18             3              
18             6              
16             11             
4              15             
16             6              
15             9              
13             8              
13             8              
13             6              
10             6              
9              6              
12             6              
12             6              
11             6              
11             6              
12             6              
9              6              
11             6              
12             6              
9              8              
14             6              
9              10             
14             7              
6              2              
6              9              
6              7              
6              6              
7              6              
6              8              
5              7              
21             9              
20             7              
30             11             
28             5              
10             9              
18             12             
18             5              
-              8              
-              6              
-              5              
-              3              
-              4              
-              -              
