Group1         Group2         
7              40             
2              31             
4              45             
9              36             
3              33             
3              37             
5              38             
4              33             
8              38             
5              36             
4              34             
7              36             
6              36             
2              34             
2              37             
4              34             
1              51             
3              37             
5              34             
4              33             
9              36             
12             34             
3              31             
3              25             
7              50             
4              32             
9              53             
2              47             
9              44             
4              53             
4              25             
6              46             
3              49             
8              46             
6              55             
6              27             
3              39             
0              45             
0              45             
4              54             
3              58             
0              35             
0              45             
3              55             
3              35             
6              16             
6              35             
5              28             
6              25             
7              27             
9              35             
5              33             
2              35             
4              43             
5              42             
3              42             
4              41             
3              50             
6              50             
5              43             
6              50             
4              36             
7              25             
3              41             
4              33             
5              32             
3              19             
6              30             
6              30             
7              27             
9              32             
4              27             
3              47             
6              48             
6              31             
3              28             
9              28             
8              30             
0              31             
5              15             
6              19             
6              34             
7              22             
6              18             
7              24             
3              30             
9              25             
8              24             
9              27             
6              21             
7              27             
9              10             
5              29             
5              27             
6              30             
3              18             
5              35             
2              25             
3              24             
5              26             
6              27             
8              28             
4              30             
8              26             
6              28             
9              28             
10             31             
11             28             
7              29             
10             28             
6              25             
7              24             
8              26             
8              23             
6              27             
7              25             
6              28             
7              31             
5              26             
5              28             
6              32             
11             26             
3              25             
5              27             
25             29             
15             29             
9              28             
8              26             
8              23             
4              28             
8              27             
9              28             
-              29             
-              27             
-              23             
-              36             
-              41             
-              -              
