H1N1           H1N2           H2N1           H2N2           H2N3           H3N2           H3N8           H4N6           H5N1           H5N2           H5N6           H5N8           H6N1           H6N2           H6N6           H7N2           H7N7           H7N9           H8N4           H10N2          H10N7          H10N8          H11N9          H13N6          H14N5          H15N9          H16N3          H17N10         H18N11         
9              4              9              8              10             4              3              15             3              2              0              0              0              0              3              7              3              3              5              6              5              6              0              0              10             3              2              0              3              
3              -              11             5              -              3              3              10             3              -              -              -              0              0              3              9              6              6              -              6              1              6              -              0              -              -              2              -              3              
6              -              10             1              -              6              3              10             1              -              -              -              0              -              1              7              3              3              -              7              3              7              -              -              -              -              -              -              -              
10             -              -              4              -              3              6              5              2              -              -              -              1              -              -              8              3              3              -              8              5              7              -              -              -              -              -              -              -              
6              -              -              3              -              3              3              11             1              -              -              -              2              -              -              3              -              4              -              -              5              8              -              -              -              -              -              -              -              
5              -              -              3              -              3              9              -              0              -              -              -              3              -              -              -              -              3              -              -              6              6              -              -              -              -              -              -              -              
3              -              -              9              -              3              3              -              0              -              -              -              2              -              -              -              -              4              -              -              6              8              -              -              -              -              -              -              -              
6              -              -              8              -              3              4              -              3              -              -              -              1              -              -              -              -              3              -              -              6              8              -              -              -              -              -              -              -              
3              -              -              6              -              3              4              -              0              -              -              -              0              -              -              -              -              3              -              -              6              9              -              -              -              -              -              -              -              
3              -              -              6              -              3              8              -              0              -              -              -              0              -              -              -              -              4              -              -              3              6              -              -              -              -              -              -              -              
3              -              -              7              -              3              3              -              0              -              -              -              0              -              -              -              -              3              -              -              6              5              -              -              -              -              -              -              -              
10             -              -              6              -              3              9              -              3              -              -              -              1              -              -              -              -              3              -              -              5              4              -              -              -              -              -              -              -              
7              -              -              -              -              3              3              -              0              -              -              -              -              -              -              -              -              5              -              -              7              7              -              -              -              -              -              -              -              
2              -              -              -              -              3              8              -              3              -              -              -              -              -              -              -              -              4              -              -              6              5              -              -              -              -              -              -              -              
4              -              -              -              -              4              -              -              2              -              -              -              -              -              -              -              -              3              -              -              3              -              -              -              -              -              -              -              -              
7              -              -              -              -              3              -              -              1              -              -              -              -              -              -              -              -              -              -              -              2              -              -              -              -              -              -              -              -              
3              -              -              -              -              6              -              -              3              -              -              -              -              -              -              -              -              -              -              -              6              -              -              -              -              -              -              -              -              
4              -              -              -              -              3              -              -              0              -              -              -              -              -              -              -              -              -              -              -              6              -              -              -              -              -              -              -              -              
3              -              -              -              -              3              -              -              2              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
4              -              -              -              -              3              -              -              3              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
3              -              -              -              -              3              -              -              0              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
3              -              -              -              -              3              -              -              4              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
12             -              -              -              -              3              -              -              3              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
7              -              -              -              -              3              -              -              3              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
3              -              -              -              -              6              -              -              2              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
8              -              -              -              -              3              -              -              0              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
3              -              -              -              -              4              -              -              2              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
11             -              -              -              -              6              -              -              2              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
6              -              -              -              -              6              -              -              4              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
6              -              -              -              -              4              -              -              2              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
9              -              -              -              -              3              -              -              0              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
8              -              -              -              -              3              -              -              3              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
2              -              -              -              -              3              -              -              3              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
3              -              -              -              -              6              -              -              3              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
