Group1         Group2         
66             166            
35             136            
57             141            
57             140            
66             135            
55             130            
73             132            
57             124            
67             139            
65             127            
70             129            
54             123            
54             124            
71             122            
38             107            
66             119            
51             127            
71             130            
51             120            
63             126            
48             127            
53             114            
62             113            
62             105            
54             134            
72             122            
53             135            
77             125            
70             135            
77             137            
70             106            
45             143            
53             133            
51             140            
67             137            
54             98             
50             135            
78             125            
67             129            
59             151            
42             135            
81             121            
71             125            
55             142            
39             114            
60             136            
48             134            
66             96             
76             93             
97             123            
80             128            
76             134            
40             127            
35             140            
38             138            
60             100            
59             124            
84             124            
91             155            
62             144            
59             155            
60             113            
62             125            
52             130            
59             110            
47             83             
42             105            
74             100            
72             113            
82             88             
71             117            
76             109            
79             130            
74             117            
72             111            
58             94             
65             88             
76             90             
81             95             
54             81             
69             67             
50             77             
68             67             
87             60             
79             91             
48             105            
71             85             
63             100            
68             86             
64             72             
69             108            
68             80             
64             96             
57             96             
47             81             
62             66             
71             104            
79             68             
57             109            
77             79             
65             73             
78             67             
56             79             
84             65             
71             67             
50             65             
72             70             
73             59             
66             68             
70             71             
59             58             
55             61             
71             63             
64             64             
57             72             
60             63             
64             71             
49             77             
71             50             
64             104            
60             97             
70             86             
56             73             
60             84             
76             92             
74             84             
71             85             
83             84             
80             75             
44             93             
56             111            
68             94             
-              93             
-              88             
-              106            
-              87             
-              93             
-              -              
