H1N1           H1N2           H2N1           H2N2           H2N3           H3N2           H3N8           H4N6           H5N1           H5N2           H5N6           H5N8           H6N1           H6N2           H6N6           H7N2           H7N7           H7N9           H8N4           H10N2          H10N7          H10N8          H11N9          H13N6          H14N5          H15N9          H16N3          H17N10         H18N11         
106            70             87             82             75             136            132            128            108            92             91             88             100            90             73             66             52             59             95             97             103            101            96             88             123            50             102            96             106            
77             -              80             77             -              133            131            131            70             -              -              -              102            98             82             67             58             63             -              108            96             97             -              87             -              -              101            -              111            
92             -              81             100            -              126            115            112            98             -              -              -              103            -              75             71             45             60             -              110            98             108            -              -              -              -              -              -              -              
93             -              -              79             -              132            110            156            81             -              -              -              94             -              -              58             57             69             -              89             113            101            -              -              -              -              -              -              -              
94             -              -              91             -              139            116            158            87             -              -              -              94             -              -              42             -              61             -              -              117            104            -              -              -              -              -              -              -              
104            -              -              76             -              118            131            -              95             -              -              -              78             -              -              -              -              60             -              -              104            103            -              -              -              -              -              -              -              
88             -              -              78             -              129            137            -              67             -              -              -              96             -              -              -              -              56             -              -              112            106            -              -              -              -              -              -              -              
91             -              -              83             -              131            135            -              101            -              -              -              92             -              -              -              -              61             -              -              103            87             -              -              -              -              -              -              -              
85             -              -              75             -              134            125            -              97             -              -              -              81             -              -              -              -              60             -              -              96             101            -              -              -              -              -              -              -              
94             -              -              80             -              122            116            -              84             -              -              -              92             -              -              -              -              61             -              -              109            88             -              -              -              -              -              -              -              
111            -              -              81             -              133            127            -              80             -              -              -              94             -              -              -              -              71             -              -              104            93             -              -              -              -              -              -              -              
92             -              -              73             -              122            117            -              94             -              -              -              91             -              -              -              -              72             -              -              121            84             -              -              -              -              -              -              -              
88             -              -              -              -              135            119            -              73             -              -              -              -              -              -              -              -              57             -              -              105            94             -              -              -              -              -              -              -              
89             -              -              -              -              135            117            -              88             -              -              -              -              -              -              -              -              74             -              -              95             75             -              -              -              -              -              -              -              
87             -              -              -              -              129            -              -              94             -              -              -              -              -              -              -              -              67             -              -              101            -              -              -              -              -              -              -              -              
91             -              -              -              -              124            -              -              72             -              -              -              -              -              -              -              -              -              -              -              98             -              -              -              -              -              -              -              -              
92             -              -              -              -              115            -              -              94             -              -              -              -              -              -              -              -              -              -              -              102            -              -              -              -              -              -              -              -              
