Group1         Group2         
12             16             
23             21             
24             15             
22             21             
29             21             
20             21             
15             21             
24             21             
16             21             
13             21             
8              21             
19             17             
19             21             
22             21             
21             17             
28             21             
13             16             
17             21             
13             21             
15             15             
10             22             
16             23             
12             23             
22             21             
12             22             
16             21             
12             23             
17             25             
21             28             
12             27             
15             14             
18             24             
18             24             
12             23             
24             23             
15             12             
20             21             
20             21             
20             29             
24             29             
9              30             
18             22             
21             25             
23             23             
17             23             
15             25             
31             10             
15             14             
13             14             
12             16             
13             20             
13             21             
18             24             
18             22             
19             22             
20             18             
22             20             
14             23             
20             27             
24             26             
23             27             
21             19             
13             21             
16             19             
19             20             
18             19             
19             21             
26             25             
21             20             
33             22             
12             20             
36             20             
35             22             
12             20             
18             17             
19             13             
15             12             
9              13             
28             11             
29             0              
20             9              
29             11             
13             13             
16             13             
27             14             
14             12             
18             10             
17             12             
9              9              
13             1              
17             14             
19             12             
18             16             
11             9              
25             21             
29             7              
27             7              
22             15             
10             21             
25             26             
15             26             
21             25             
27             23             
17             21             
19             22             
16             25             
20             24             
18             23             
17             25             
17             23             
22             24             
18             22             
16             28             
19             25             
17             23             
24             24             
14             29             
20             24             
9              8              
9              32             
13             24             
13             23             
14             23             
17             27             
5              23             
27             25             
25             23             
36             27             
34             25             
18             23             
25             24             
25             19             
-              25             
-              23             
-              19             
-              12             
-              4              
-              -              
