H1N1           H1N2           H2N1           H2N2           H2N3           H3N2           H3N8           H4N6           H5N1           H5N2           H5N6           H5N8           H6N1           H6N2           H6N6           H7N2           H7N7           H7N9           H8N4           H10N2          H10N7          H10N8          H11N9          H13N6          H14N5          H15N9          H16N3          H17N10         H18N11         
156            148            163            177            135            173            163            151            179            181            162            139            168            112            152            142            106            119            141            93             109            129            125            142            134            105            162            167            152            
201            -              185            178            -              171            151            131            224            -              -              -              151            129            148            126            93             131            -              117            114            123            -              133            -              -              156            -              184            
189            -              160            164            -              156            189            143            176            -              -              -              167            -              145            137            115            130            -              116            111            135            -              -              -              -              -              -              -              
201            -              -              169            -              165            173            139            194            -              -              -              149            -              -              123            105            123            -              120            112            136            -              -              -              -              -              -              -              
186            -              -              167            -              166            190            149            190            -              -              -              134            -              -              190            -              123            -              -              122            116            -              -              -              -              -              -              -              
211            -              -              179            -              158            174            -              179            -              -              -              142            -              -              -              -              105            -              -              111            132            -              -              -              -              -              -              -              
190            -              -              223            -              168            159            -              173            -              -              -              146            -              -              -              -              121            -              -              107            112            -              -              -              -              -              -              -              
174            -              -              168            -              147            150            -              156            -              -              -              171            -              -              -              -              111            -              -              128            129            -              -              -              -              -              -              -              
194            -              -              184            -              156            156            -              178            -              -              -              149            -              -              -              -              119            -              -              114            110            -              -              -              -              -              -              -              
181            -              -              177            -              157            143            -              192            -              -              -              162            -              -              -              -              128            -              -              106            112            -              -              -              -              -              -              -              
121            -              -              153            -              159            133            -              119            -              -              -              159            -              -              -              -              118            -              -              113            115            -              -              -              -              -              -              -              
186            -              -              229            -              148            168            -              148            -              -              -              179            -              -              -              -              139            -              -              128            112            -              -              -              -              -              -              -              
180            -              -              -              -              153            159            -              127            -              -              -              -              -              -              -              -              114            -              -              121            110            -              -              -              -              -              -              -              
188            -              -              -              -              163            157            -              110            -              -              -              -              -              -              -              -              119            -              -              113            114            -              -              -              -              -              -              -              
174            -              -              -              -              142            -              -              143            -              -              -              -              -              -              -              -              130            -              -              125            -              -              -              -              -              -              -              -              
183            -              -              -              -              156            -              -              111            -              -              -              -              -              -              -              -              -              -              -              113            -              -              -              -              -              -              -              -              
164            -              -              -              -              176            -              -              156            -              -              -              -              -              -              -              -              -              -              -              110            -              -              -              -              -              -              -              -              
220            -              -              -              -              153            -              -              156            -              -              -              -              -              -              -              -              -              -              -              96             -              -              -              -              -              -              -              -              
