Group1         Group2         
0              9              
0              9              
1              8              
0              12             
1              11             
0              12             
2              10             
0              12             
0              12             
0              11             
0              11             
0              9              
0              12             
0              12             
0              11             
1              12             
2              7              
0              12             
0              11             
0              9              
0              10             
0              9              
0              10             
0              10             
0              12             
0              7              
0              12             
0              9              
0              18             
0              12             
0              10             
0              9              
0              9              
0              9              
3              12             
0              9              
0              12             
0              9              
0              12             
0              12             
0              12             
0              12             
0              8              
0              9              
0              5              
0              6              
0              6              
0              11             
0              3              
0              11             
0              8              
1              8              
2              6              
3              4              
1              8              
2              6              
4              9              
0              9              
8              8              
6              11             
6              8              
6              10             
0              8              
5              7              
6              9              
2              6              
0              5              
9              14             
5              9              
9              11             
3              9              
10             11             
10             9              
3              9              
12             8              
3              11             
0              11             
4              8              
0              9              
4              0              
6              11             
0              3              
2              7              
6              10             
2              13             
4              12             
0              9              
3              15             
0              8              
2              15             
1              13             
4              18             
1              12             
0              15             
2              12             
3              15             
0              9              
0              9              
0              17             
0              3              
3              4              
6              3              
3              2              
6              0              
11             0              
0              0              
4              0              
5              0              
5              0              
4              0              
4              0              
7              0              
5              0              
4              0              
3              0              
5              0              
4              0              
0              1              
1              0              
3              3              
0              0              
0              2              
0              2              
0              1              
2              6              
0              3              
0              0              
0              3              
0              1              
1              3              
0              0              
0              1              
-              2              
-              6              
-              3              
-              9              
-              11             
-              -              
