H1N1           H1N2           H2N1           H2N2           H2N3           H3N2           H3N8           H4N6           H5N1           H5N2           H5N6           H5N8           H6N1           H6N2           H6N6           H7N2           H7N7           H7N9           H8N4           H10N2          H10N7          H10N8          H11N9          H13N6          H14N5          H15N9          H16N3          H17N10         H18N11         
1878           1536           1594           1667           1560           1774           1680           1625           1913           1580           1624           1606           1910           1638           1775           1612           1372           1464           1696           1245           1469           1384           1751           1688           1466           1449           1782           1727           1694           
1887           -              1631           1668           -              1841           1623           1538           1827           -              -              -              1905           1706           1778           1483           1268           1605           -              1356           1449           1363           -              1628           -              -              1734           -              1855           
1858           -              1508           1524           -              1543           1678           1559           1798           -              -              -              1938           -              1633           1607           1488           1569           -              1196           1426           1443           -              -              -              -              -              -              -              
1909           -              -              1609           -              1684           1679           1595           1800           -              -              -              1889           -              -              1475           1468           1476           -              1166           1481           1479           -              -              -              -              -              -              -              
1847           -              -              1708           -              1703           1679           1602           1784           -              -              -              1740           -              -              1465           -              1453           -              -              1528           1403           -              -              -              -              -              -              -              
1987           -              -              1529           -              1643           1763           -              1712           -              -              -              1779           -              -              -              -              1371           -              -              1326           1373           -              -              -              -              -              -              -              
1882           -              -              1789           -              1670           1522           -              1696           -              -              -              1815           -              -              -              -              1393           -              -              1358           1419           -              -              -              -              -              -              -              
1807           -              -              1530           -              1636           1580           -              1659           -              -              -              1941           -              -              -              -              1400           -              -              1362           1370           -              -              -              -              -              -              -              
1880           -              -              1689           -              1683           1521           -              1671           -              -              -              1742           -              -              -              -              1620           -              -              1299           1335           -              -              -              -              -              -              -              
1811           -              -              1681           -              1702           1432           -              1805           -              -              -              1820           -              -              -              -              1344           -              -              1384           1258           -              -              -              -              -              -              -              
1687           -              -              1523           -              1643           1494           -              1561           -              -              -              1821           -              -              -              -              1545           -              -              1291           1309           -              -              -              -              -              -              -              
1892           -              -              1765           -              1600           1599           -              1637           -              -              -              1795           -              -              -              -              1487           -              -              1373           1332           -              -              -              -              -              -              -              
1807           -              -              -              -              1623           1527           -              1491           -              -              -              -              -              -              -              -              1369           -              -              1303           1326           -              -              -              -              -              -              -              
1569           -              -              -              -              1694           1452           -              1640           -              -              -              -              -              -              -              -              1402           -              -              1272           1245           -              -              -              -              -              -              -              
1772           -              -              -              -              1613           -              -              1569           -              -              -              -              -              -              -              -              1515           -              -              1303           -              -              -              -              -              -              -              -              
1791           -              -              -              -              1663           -              -              1429           -              -              -              -              -              -              -              -              -              -              -              1265           -              -              -              -              -              -              -              -              
