CladeH1_1      CladeH3_2      CladeH7_2      CladeH9_1      CladeH11_1     CladeH17_1     
1878           1774           1612           1696           1751           1727           
1887           1841           1483           -              1688           1694           
1858           1543           1607           -              1628           1855           
1909           1684           1475           -              1782           -              
1847           1703           1465           -              1734           -              
1987           1643           1372           -              -              -              
1882           1670           1268           -              -              -              
1807           1636           1488           -              -              -              
1880           1683           1468           -              -              -              
1811           1702           1464           -              -              -              
1687           1643           1605           -              -              -              
1892           1600           1569           -              -              -              
1807           1623           1476           -              -              -              
1569           1694           1453           -              -              -              
1772           1613           1371           -              -              -              
1791           1663           1393           -              -              -              
1846           1770           1400           -              -              -              
2102           1637           1620           -              -              -              
1779           1647           1344           -              -              -              
1684           1588           1545           -              -              -              
1640           1689           1487           -              -              -              
1648           1774           1369           -              -              -              
1849           1737           1402           -              -              -              
1617           1633           1515           -              -              -              
1727           1748           1245           -              -              -              
1781           1640           1356           -              -              -              
1526           1693           1196           -              -              -              
1831           1730           1166           -              -              -              
1812           1693           1469           -              -              -              
1717           1727           1449           -              -              -              
1779           1478           1426           -              -              -              
1870           1720           1481           -              -              -              
1658           1688           1528           -              -              -              
1621           1659           1326           -              -              -              
1878           1740           1358           -              -              -              
1861           1797           1362           -              -              -              
1743           1652           1299           -              -              -              
1219           1674           1384           -              -              -              
1153           1710           1291           -              -              -              
1696           1702           1373           -              -              -              
1437           1520           1303           -              -              -              
1165           1555           1272           -              -              -              
1197           1693           1303           -              -              -              
1679           1822           1265           -              -              -              
1163           1461           1356           -              -              -              
1097           1566           1241           -              -              -              
1131           1518           1384           -              -              -              
1071           1560           1363           -              -              -              
1747           1257           1443           -              -              -              
1743           1527           1479           -              -              -              
1809           1657           1403           -              -              -              
1536           1807           1373           -              -              -              
1594           1536           1419           -              -              -              
1631           1528           1370           -              -              -              
1508           1559           1335           -              -              -              
1667           1400           1258           -              -              -              
1668           1680           1309           -              -              -              
1524           1623           1332           -              -              -              
1609           1678           1326           -              -              -              
1708           1679           1245           -              -              -              
1529           1679           1449           -              -              -              
1789           1763           -              -              -              -              
1530           1522           -              -              -              -              
1689           1580           -              -              -              -              
1681           1521           -              -              -              -              
1523           1432           -              -              -              -              
1765           1494           -              -              -              -              
1560           1599           -              -              -              -              
1913           1527           -              -              -              -              
1827           1452           -              -              -              -              
1798           1625           -              -              -              -              
1800           1538           -              -              -              -              
1784           1559           -              -              -              -              
1712           1595           -              -              -              -              
1696           1602           -              -              -              -              
1659           1466           -              -              -              -              
1671           -              -              -              -              -              
1805           -              -              -              -              -              
1561           -              -              -              -              -              
1637           -              -              -              -              -              
1491           -              -              -              -              -              
1640           -              -              -              -              -              
1569           -              -              -              -              -              
1429           -              -              -              -              -              
1629           -              -              -              -              -              
1679           -              -              -              -              -              
1342           -              -              -              -              -              
1841           -              -              -              -              -              
1417           -              -              -              -              -              
1653           -              -              -              -              -              
1748           -              -              -              -              -              
1745           -              -              -              -              -              
1684           -              -              -              -              -              
1540           -              -              -              -              -              
1648           -              -              -              -              -              
1806           -              -              -              -              -              
1679           -              -              -              -              -              
1320           -              -              -              -              -              
1470           -              -              -              -              -              
1710           -              -              -              -              -              
1638           -              -              -              -              -              
1714           -              -              -              -              -              
1718           -              -              -              -              -              
1580           -              -              -              -              -              
1624           -              -              -              -              -              
1606           -              -              -              -              -              
1910           -              -              -              -              -              
1905           -              -              -              -              -              
1938           -              -              -              -              -              
1889           -              -              -              -              -              
1740           -              -              -              -              -              
1779           -              -              -              -              -              
1815           -              -              -              -              -              
1941           -              -              -              -              -              
1742           -              -              -              -              -              
1820           -              -              -              -              -              
1821           -              -              -              -              -              
1795           -              -              -              -              -              
1638           -              -              -              -              -              
1706           -              -              -              -              -              
1775           -              -              -              -              -              
1778           -              -              -              -              -              
1633           -              -              -              -              -              
-              
