H1N1           H1N2           H2N1           H2N2           H2N3           H3N2           H3N8           H4N6           H5N1           H5N2           H5N6           H5N8           H6N1           H6N2           H6N6           H7N2           H7N7           H7N9           H8N4           H10N2          H10N7          H10N8          H11N9          H13N6          H14N5          H15N9          H16N3          H17N10         H18N11         
191            166            123            140            152            158            184            155            183            142            132            168            188            157            159            168            153            162            136            182            167            182            150            173            151            145            190            125            177            
176            -              138            130            -              189            177            155            179            -              -              -              198            159            163            161            168            190            -              185            173            181            -              166            -              -              187            -              175            
185            -              123            168            -              149            184            187            155            -              -              -              188            -              153            163            164            153            -              185            166            188            -              -              -              -              -              -              -              
198            -              -              154            -              158            167            169            176            -              -              -              183            -              -              168            160            141            -              173            172            175            -              -              -              -              -              -              -              
191            -              -              154            -              157            184            145            156            -              -              -              164            -              -              129            -              171            -              -              186            189            -              -              -              -              -              -              -              
194            -              -              142            -              159            171            -              149            -              -              -              175            -              -              -              -              148            -              -              156            187            -              -              -              -              -              -              -              
168            -              -              127            -              171            165            -              118            -              -              -              185            -              -              -              -              200            -              -              166            190            -              -              -              -              -              -              -              
185            -              -              152            -              155            154            -              140            -              -              -              191            -              -              -              -              135            -              -              162            162            -              -              -              -              -              -              -              
177            -              -              186            -              161            161            -              142            -              -              -              179            -              -              -              -              162            -              -              156            186            -              -              -              -              -              -              -              
165            -              -              176            -              160            158            -              138            -              -              -              161            -              -              -              -              189            -              -              167            189            -              -              -              -              -              -              -              
96             -              -              163            -              164            140            -              140            -              -              -              177            -              -              -              -              181            -              -              136            168            -              -              -              -              -              -              -              
189            -              -              142            -              158            143            -              168            -              -              -              149            -              -              -              -              143            -              -              155            152            -              -              -              -              -              -              -              
194            -              -              -              -              168            158            -              142            -              -              -              -              -              -              -              -              144            -              -              181            171            -              -              -              -              -              -              -              
140            -              -              -              -              163            164            -              150            -              -              -              -              -              -              -              -              164            -              -              167            143            -              -              -              -              -              -              -              
162            -              -              -              -              165            -              -              161            -              -              -              -              -              -              -              -              164            -              -              148            -              -              -              -              -              -              -              -              
193            -              -              -              -              157            -              -              120            -              -              -              -              -              -              -              -              -              -              -              169            -              -              -              -              -              -              -              -              
121            -              -              -              -              163            -              -              182            -              -              -              -              -              -              -              -              -              -              -              197            -              -              -              -              -              -              -              -              
186            -              -              -              -              156            -              -              150            -              -              -              -              -              -              -              -              -              -              -              177            -              -              -              -              -              -              -              -              
138            -              -              -              -              151            -              -              96             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
153            -              -              -              -              152            -              -              145            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
178            -              -              -              -              177            -              -              67             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
175            -              -              -              -              170            -              -              137            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
