Avian          Bat            Canine         Equine         Human          Seal           Swine          
1679           1727           1400           1763           1878           1680           1747           
1163           1694           1599           1522           1887           1623           1743           
1097           1855           1527           1580           1858           1469           1809           
1131           -              1452           1521           1909           1449           1536           
1071           -              -              1432           1847           1426           1560           
1594           -              -              1494           1987           1481           1528           
1631           -              -              -              1882           1528           1559           
1508           -              -              -              1807           1326           1595           
1689           -              -              -              1880           1358           1602           
1681           -              -              -              1811           1362           -              
1523           -              -              -              1687           1299           -              
1765           -              -              -              1892           1384           -              
1678           -              -              -              1807           1291           -              
1679           -              -              -              1569           1373           -              
1679           -              -              -              1772           1303           -              
1625           -              -              -              1791           1272           -              
1538           -              -              -              1846           1303           -              
1559           -              -              -              2102           1265           -              
1841           -              -              -              1779           -              -              
1417           -              -              -              1684           -              -              
1653           -              -              -              1640           -              -              
1748           -              -              -              1648           -              -              
1745           -              -              -              1849           -              -              
1684           -              -              -              1617           -              -              
1540           -              -              -              1727           -              -              
1648           -              -              -              1781           -              -              
1806           -              -              -              1526           -              -              
1679           -              -              -              1831           -              -              
1320           -              -              -              1812           -              -              
1470           -              -              -              1717           -              -              
1710           -              -              -              1779           -              -              
1638           -              -              -              1870           -              -              
1714           -              -              -              1658           -              -              
1718           -              -              -              1621           -              -              
1580           -              -              -              1878           -              -              
1606           -              -              -              1861           -              -              
1795           -              -              -              1743           -              -              
1638           -              -              -              1219           -              -              
1706           -              -              -              1153           -              -              
1775           -              -              -              1696           -              -              
1778           -              -              -              1437           -              -              
1633           -              -              -              1165           -              -              
1696           -              -              -              1197           -              -              
1245           -              -              -              1667           -              -              
1356           -              -              -              1668           -              -              
1196           -              -              -              1524           -              -              
1166           -              -              -              1609           -              -              
1356           -              -              -              1708           -              -              
1241           -              -              -              1529           -              -              
1751           -              -              -              1789           -              -              
1688           -              -              -              1530           -              -              
1628           -              -              -              1774           -              -              
1466           -              -              -              1841           -              -              
1449           -              -              -              1543           -              -              
1782           -              -              -              1684           -              -              
1734           -              -              -              1703           -              -              
-              -              -              -              1643           -              -              
-              -              -              -              1670           -              -              
-              -              -              -              1636           -              -              
-              -              -              -              1683           -              -              
-              -              -              -              1702           -              -              
-              -              -              -              1643           -              -              
-              -              -              -              1600           -              -              
-              -              -              -              1623           -              -              
-              -              -              -              1694           -              -              
-              -              -              -              1613           -              -              
-              -              -              -              1663           -              -              
-              -              -              -              1770           -              -              
-              -              -              -              1637           -              -              
-              -              -              -              1647           -              -              
-              -              -              -              1588           -              -              
-              -              -              -              1689           -              -              
-              -              -              -              1774           -              -              
-              -              -              -              1737           -              -              
-              -              -              -              1633           -              -              
-              -              -              -              1748           -              -              
-              -              -              -              1640           -              -              
-              -              -              -              1693           -              -              
-              -              -              -              1730           -              -              
-              -              -              -              1693           -              -              
-              -              -              -              1727           -              -              
-              -              -              -              1478           -              -              
-              -              -              -              1720           -              -              
-              -              -              -              1688           -              -              
-              -              -              -              1659           -              -              
-              -              -              -              1740           -              -              
-              -              -              -              1797           -              -              
-              -              -              -              1652           -              -              
-              -              -              -              1674           -              -              
-              -              -              -              1710           -              -              
-              -              -              -              1702           -              -              
-              -              -              -              1520           -              -              
-              -              -              -              1555           -              -              
-              -              -              -              1693           -              -              
-              -              -              -              1822           -              -              
-              -              -              -              1461           -              -              
-              -              -              -              1566           -              -              
-              -              -              -              1518           -              -              
-              -              -              -              1560           -              -              
-              -              -              -              1257           -              -              
-              -              -              -              1527           -              -              
-              -              -              -              1657           -              -              
-              -              -              -              1807           -              -              
-              -              -              -              1536           -              -              
-              -              -              -              1913           -              -              
-              -              -              -              1827           -              -              
-              -              -              -              1798           -              -              
-              -              -              -              1800           -              -              
-              -              -              -              1784           -              -              
-              -              -              -              1712           -              -              
-              -              -              -              1696           -              -              
-              -              -              -              1659           -              -              
-              -              -              -              1671           -              -              
-              -              -              -              1805           -              -              
-              -              -              -              1561           -              -              
-              -              -              -              1637           -              -              
-              -              -              -              1491           -              -              
-              -              -              -              1640           -              -              
-              -              -              -              1569           -              -              
-              -              -              -              1429           -              -              
-              -              -              -              1629           -              -              
-              -              -              -              1679           -              -              
-              -              -              -              1342           -              -              
-              -              -              -              1624           -              -              
-              -              -              -              1910           -              -              
-              -              -              -              1905           -              -              
-              -              -              -              1938           -              -              
-              -              -              -              1889           -              -              
-              -              -              -              1740           -              -              
-              -              -              -              1779           -              -              
-              -              -              -              1815           -              -              
-              -              -              -              1941           -              -              
-              -              -              -              1742           -              -              
-              -              -              -              1820           -              -              
-              -              -              -              1821           -              -              
-              -              -              -              1612           -              -              
-              -              -              -              1483           -              -              
-              -              -              -              1607           -              -              
-              -              -              -              1475           -              -              
-              -              -              -              1465           -              -              
-              -              -              -              1372           -              -              
-              -              -              -              1268           -              -              
-              -              -              -              1488           -              -              
-              -              -              -              1468           -              -              
-              -              -              -              1464           -              -              
-              -              -              -              1605           -              -              
-              -              -              -              1569           -              -              
-              -              -              -              1476           -              -              
-              -              -              -              1453           -              -              
-              -              -              -              1371           -              -              
-              -              -              -              1393           -              -              
-              -              -              -              1400           -              -              
-              -              -              -              1620           -              -              
-              -              -              -              1344           -              -              
-              -              -              -              1545           -              -              
-              -              -              -              1487           -              -              
-              -              -              -              1369           -              -              
-              -              -              -              1402           -              -              
-              -              -              -              1515           -              -              
-              -              -              -              1384           -              -              
-              -              -              -              1363           -              -              
-              -              -              -              1443           -              -              
-              -              -              -              1479           -              -              
-              -              -              -              1403           -              -              
-              -              -              -              1373           -              -              
-              -              -              -              1419           -              -              
-              -              -              -              1370           -              -              
-              -              -              -              1335           -              -              
-              -              -              -              1258           -              -              
-              -              -              -              1309           -              -              
-              -              -              -              1332           -              -              
-              -              -              -              1326           -              -              
-              -              -              -              1245           -              -              
-              -              -              -              -              
