H1N1           H1N2           H2N1           H2N2           H2N3           H3N2           H3N8           H4N6           H5N1           H5N2           H5N6           H5N8           H6N1           H6N2           H6N6           H7N2           H7N7           H7N9           H8N4           H10N2          H10N7          H10N8          H11N9          H13N6          H14N5          H15N9          H16N3          H17N10         H18N11         
100            70             83             74             68             121            120            116            99             89             82             83             98             88             70             58             49             54             82             95             103            99             90             84             117            44             99             93             106            
76             -              79             71             -              120            117            120            63             -              -              -              99             96             77             63             52             57             -              104            96             95             -              81             -              -              97             -              111            
92             -              78             96             -              113            111            103            89             -              -              -              102            -              70             64             41             53             -              106            98             106            -              -              -              -              -              -              -              
91             -              -              71             -              118            105            147            72             -              -              -              92             -              -              56             54             66             -              84             113            99             -              -              -              -              -              -              -              
94             -              -              82             -              121            112            144            78             -              -              -              90             -              -              42             -              56             -              -              111            101            -              -              -              -              -              -              -              
99             -              -              68             -              106            119            -              86             -              -              -              78             -              -              -              -              54             -              -              104            102            -              -              -              -              -              -              -              
88             -              -              71             -              116            117            -              55             -              -              -              94             -              -              -              -              52             -              -              111            102            -              -              -              -              -              -              -              
91             -              -              81             -              118            123            -              93             -              -              -              91             -              -              -              -              52             -              -              103            84             -              -              -              -              -              -              -              
85             -              -              67             -              117            109            -              88             -              -              -              81             -              -              -              -              56             -              -              96             99             -              -              -              -              -              -              -              
94             -              -              73             -              110            108            -              78             -              -              -              89             -              -              -              -              61             -              -              107            85             -              -              -              -              -              -              -              
109            -              -              75             -              119            106            -              71             -              -              -              91             -              -              -              -              62             -              -              104            92             -              -              -              -              -              -              -              
88             -              -              66             -              111            103            -              84             -              -              -              91             -              -              -              -              63             -              -              117            82             -              -              -              -              -              -              -              
86             -              -              -              -              117            105            -              64             -              -              -              -              -              -              -              -              53             -              -              105            94             -              -              -              -              -              -              -              
85             -              -              -              -              120            107            -              81             -              -              -              -              -              -              -              -              63             -              -              95             72             -              -              -              -              -              -              -              
85             -              -              -              -              117            -              -              90             -              -              -              -              -              -              -              -              64             -              -              101            -              -              -              -              -              -              -              -              
91             -              -              -              -              110            -              -              64             -              -              -              -              -              -              -              -              -              -              -              98             -              -              -              -              -              -              -              -              
91             -              -              -              -              108            -              -              83             -              -              -              -              -              -              -              -              -              -              -              101            -              -              -              -              -              -              -              -              
97             -              -              -              -              122            -              -              84             -              -              -              -              -              -              -              -              -              -              -              99             -              -              -              -              -              -              -              -              
101            -              -              -              -              123            -              -              69             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
96             -              -              -              -              115            -              -              93             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
86             -              -              -              -              133            -              -              105            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
88             -              -              -              -              135            -              -              82             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
77             -              -              -              -              118            -              -              97             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
66             -              -              -              -              115            -              -              98             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
95             -              -              -              -              139            -              -              78             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
84             -              -              -              -              122            -              -              102            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
109            -              -              -              -              143            -              -              107            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
94             -              -              -              -              139            -              -              100            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
81             -              -              -              -              135            -              -              76             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
87             -              -              -              -              145            -              -              81             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
95             -              -              -              -              118            -              -              96             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
97             -              -              -              -              118            -              -              89             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
91             -              -              -              -              108            -              -              86             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
98             -              -              -              -              144            -              -              102            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
100            -              -              -              -              138            -              -              112            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
104            -              -              -              -              114            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
92             -              -              -              -              124            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
69             -              -              -              -              116            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
