CladeH1_1      CladeH3_2      CladeH7_2      CladeH9_1      CladeH11_1     CladeH17_1     
127            152            155            172            127            91             
101            131            156            -              102            107            
104            138            163            -              108            113            
110            118            161            -              139            -              
94             115            195            -              146            -              
110            118            163            -              -              -              
109            124            172            -              -              -              
104            120            176            -              -              -              
108            120            155            -              -              -              
112            118            167            -              -              -              
61             125            158            -              -              -              
100            130            166            -              -              -              
112            108            173            -              -              -              
74             113            183            -              -              -              
89             142            157            -              -              -              
93             124            162            -              -              -              
98             133            149            -              -              -              
101            119            172            -              -              -              
102            118            173            -              -              -              
117            141            140            -              -              -              
76             124            152            -              -              -              
92             123            168            -              -              -              
85             129            169            -              -              -              
101            105            180            -              -              -              
100            171            146            -              -              -              
108            111            156            -              -              -              
114            167            151            -              -              -              
115            171            131            -              -              -              
99             168            145            -              -              -              
110            167            126            -              -              -              
115            128            137            -              -              -              
108            120            161            -              -              -              
104            126            157            -              -              -              
89             162            161            -              -              -              
121            180            145            -              -              -              
109            141            165            -              -              -              
99             113            148            -              -              -              
101            100            155            -              -              -              
91             153            156            -              -              -              
101            181            150            -              -              -              
102            130            152            -              -              -              
91             111            134            -              -              -              
93             156            153            -              -              -              
81             185            148            -              -              -              
51             126            177            -              -              -              
39             129            118            -              -              -              
39             133            167            -              -              -              
50             121            168            -              -              -              
133            79             168            -              -              -              
126            127            163            -              -              -              
122            113            147            -              -              -              
99             123            171            -              -              -              
103            105            155            -              -              -              
103            114            160            -              -              -              
95             118            153            -              -              -              
99             100            152            -              -              -              
107            123            165            -              -              -              
121            134            142            -              -              -              
108            103            151            -              -              -              
76             101            145            -              -              -              
85             103            186            -              -              -              
108            114            -              -              -              -              
113            125            -              -              -              -              
104            123            -              -              -              -              
108            113            -              -              -              -              
105            97             -              -              -              -              
90             103            -              -              -              -              
91             107            -              -              -              -              
149            119            -              -              -              -              
125            101            -              -              -              -              
95             135            -              -              -              -              
115            140            -              -              -              -              
115            125            -              -              -              -              
101            130            -              -              -              -              
95             140            -              -              -              -              
106            129            -              -              -              -              
102            -              -              -              -              -              
109            -              -              -              -              -              
99             -              -              -              -              -              
137            -              -              -              -              -              
119            -              -              -              -              -              
134            -              -              -              -              -              
114            -              -              -              -              -              
123            -              -              -              -              -              
138            -              -              -              -              -              
84             -              -              -              -              -              
86             -              -              -              -              -              
115            -              -              -              -              -              
86             -              -              -              -              -              
115            -              -              -              -              -              
107            -              -              -              -              -              
105            -              -              -              -              -              
115            -              -              -              -              -              
101            -              -              -              -              -              
104            -              -              -              -              -              
126            -              -              -              -              -              
144            -              -              -              -              -              
106            -              -              -              -              -              
95             -              -              -              -              -              
122            -              -              -              -              -              
119            -              -              -              -              -              
120            -              -              -              -              -              
113            -              -              -              -              -              
120            -              -              -              -              -              
113            -              -              -              -              -              
101            -              -              -              -              -              
139            -              -              -              -              -              
128            -              -              -              -              -              
144            -              -              -              -              -              
145            -              -              -              -              -              
143            -              -              -              -              -              
124            -              -              -              -              -              
145            -              -              -              -              -              
137            -              -              -              -              -              
126            -              -              -              -              -              
129            -              -              -              -              -              
118            -              -              -              -              -              
93             -              -              -              -              -              
124            -              -              -              -              -              
123            -              -              -              -              -              
96             -              -              -              -              -              
99             -              -              -              -              -              
111            -              -              -              -              -              
-              
