Group1         Group2         
19             49             
4              50             
14             33             
16             40             
13             37             
12             37             
37             36             
11             34             
33             36             
31             35             
42             36             
16             30             
14             33             
15             34             
11             27             
14             31             
14             25             
18             30             
13             33             
10             38             
9              37             
18             35             
13             38             
8              32             
11             31             
14             35             
17             30             
18             29             
14             30             
10             30             
12             33             
10             46             
22             36             
11             38             
6              33             
17             30             
15             34             
9              45             
12             30             
15             32             
12             29             
9              40             
9              31             
12             33             
9              41             
15             33             
12             40             
24             24             
20             30             
24             38             
29             41             
21             49             
8              35             
8              45             
10             37             
8              27             
12             35             
12             34             
16             31             
9              30             
8              31             
9              31             
11             36             
6              38             
10             33             
10             28             
11             37             
9              33             
32             35             
18             30             
27             16             
20             19             
19             20             
27             24             
9              22             
16             26             
26             17             
19             17             
24             28             
19             21             
14             8              
15             7              
23             6              
20             5              
27             29             
15             24             
11             17             
24             31             
26             22             
31             12             
24             25             
30             26             
24             29             
23             27             
8              12             
24             3              
12             22             
12             8              
21             21             
16             7              
14             9              
29             6              
18             14             
13             20             
17             22             
12             21             
20             16             
20             16             
19             13             
20             20             
15             15             
13             15             
21             14             
17             13             
18             21             
19             16             
8              20             
8              21             
14             13             
14             30             
19             13             
18             25             
15             21             
24             26             
26             29             
6              20             
6              28             
22             21             
22             25             
0              26             
5              36             
3              27             
-              31             
-              18             
-              30             
-              23             
-              3              
-              -              
