Group1         Group2         
16             66             
8              56             
12             66             
14             57             
12             60             
8              57             
12             60             
12             54             
15             60             
12             56             
14             57             
13             59             
12             57             
12             55             
8              47             
12             58             
7              71             
10             64             
13             55             
13             55             
18             48             
21             48             
17             50             
15             45             
15             71             
12             55             
18             73             
11             67             
16             67             
16             76             
10             41             
12             65             
12             67             
17             67             
9              72             
12             42             
9              63             
9              59             
6              67             
10             74             
3              72             
6              55             
6              66             
13             78             
15             40             
27             48             
21             58             
23             51             
13             38             
13             48             
15             53             
12             57             
13             58             
12             63             
15             61             
10             58             
10             68             
14             70             
30             75             
11             64             
8              75             
9              57             
18             40             
13             58             
12             49             
11             40             
10             35             
9              44             
13             46             
18             40             
24             55             
17             45             
11             66             
21             64             
18             48             
9              29             
24             32             
27             35             
12             34             
6              36             
19             22             
10             37             
12             28             
23             21             
20             27             
15             40             
21             33             
14             27             
15             36             
11             24             
20             37             
16             19             
13             38             
15             38             
12             36             
12             24             
22             46             
17             35             
13             30             
16             32             
18             31             
16             33             
10             37             
22             31             
12             32             
18             33             
20             40             
21             33             
14             34             
19             33             
15             28             
12             29             
17             30             
16             29             
13             33             
15             31             
15             34             
14             37             
18             29             
20             32             
13             42             
18             31             
12             29             
15             32             
33             33             
43             33             
39             31             
22             30             
24             26             
18             31             
19             39             
20             31             
-              34             
-              35             
-              35             
-              39             
-              42             
-              -              
