CladeH1_1      CladeH3_2      CladeH7_2      CladeH9_1      CladeH11_1     CladeH17_1     
757            613            574            656            567            595            
708            722            575            -              715            677            
701            600            580            -              672            700            
713            638            584            -              730            -              
730            644            555            -              744            -              
757            626            591            -              -              -              
687            658            630            -              -              -              
702            640            608            -              -              -              
699            641            587            -              -              -              
677            641            617            -              -              -              
642            645            667            -              -              -              
724            629            611            -              -              -              
697            660            588            -              -              -              
515            653            621            -              -              -              
678            600            585            -              -              -              
714            624            618            -              -              -              
638            619            564            -              -              -              
709            653            614            -              -              -              
649            628            641            -              -              -              
666            609            643            -              -              -              
669            643            600            -              -              -              
674            630            577            -              -              -              
532            656            618            -              -              -              
621            663            616            -              -              -              
646            666            644            -              -              -              
596            644            665            -              -              -              
625            666            667            -              -              -              
577            655            608            -              -              -              
671            684            650            -              -              -              
597            662            651            -              -              -              
647            614            651            -              -              -              
613            623            637            -              -              -              
695            608            651            -              -              -              
645            685            587            -              -              -              
626            667            620            -              -              -              
759            568            575            -              -              -              
728            633            550            -              -              -              
589            656            598            -              -              -              
596            666            556            -              -              -              
657            686            573            -              -              -              
447            628            620            -              -              -              
593            647            582            -              -              -              
585            667            551            -              -              -              
656            695            580            -              -              -              
440            593            680            -              -              -              
460            610            644            -              -              -              
529            609            637            -              -              -              
528            626            649            -              -              -              
660            598            659            -              -              -              
698            651            652            -              -              -              
673            658            660            -              -              -              
625            719            645            -              -              -              
586            645            673            -              -              -              
609            635            605            -              -              -              
577            624            636            -              -              -              
608            647            621            -              -              -              
617            659            601            -              -              -              
695            669            562            -              -              -              
652            668            614            -              -              -              
656            633            555            -              -              -              
622            669            610            -              -              -              
603            678            -              -              -              -              
617            628            -              -              -              -              
747            640            -              -              -              -              
730            621            -              -              -              -              
684            603            -              -              -              -              
619            561            -              -              -              -              
674            604            -              -              -              -              
719            623            -              -              -              -              
652            619            -              -              -              -              
713            627            -              -              -              -              
634            616            -              -              -              -              
621            653            -              -              -              -              
700            638            -              -              -              -              
568            599            -              -              -              -              
670            607            -              -              -              -              
691            -              -              -              -              -              
642            -              -              -              -              -              
622            -              -              -              -              -              
635            -              -              -              -              -              
549            -              -              -              -              -              
635            -              -              -              -              -              
613            -              -              -              -              -              
534            -              -              -              -              -              
681            -              -              -              -              -              
653            -              -              -              -              -              
470            -              -              -              -              -              
689            -              -              -              -              -              
565            -              -              -              -              -              
669            -              -              -              -              -              
668            -              -              -              -              -              
703            -              -              -              -              -              
672            -              -              -              -              -              
563            -              -              -              -              -              
663            -              -              -              -              -              
714            -              -              -              -              -              
692            -              -              -              -              -              
631            -              -              -              -              -              
553            -              -              -              -              -              
691            -              -              -              -              -              
571            -              -              -              -              -              
687            -              -              -              -              -              
672            -              -              -              -              -              
608            -              -              -              -              -              
643            -              -              -              -              -              
657            -              -              -              -              -              
691            -              -              -              -              -              
689            -              -              -              -              -              
686            -              -              -              -              -              
683            -              -              -              -              -              
653            -              -              -              -              -              
693            -              -              -              -              -              
681            -              -              -              -              -              
674            -              -              -              -              -              
669            -              -              -              -              -              
617            -              -              -              -              -              
691            -              -              -              -              -              
691            -              -              -              -              -              
685            -              -              -              -              -              
689            -              -              -              -              -              
666            -              -              -              -              -              
668            -              -              -              -              -              
642            -              -              -              -              -              
-              
