H1             H2             H3             H4             H5             H6             H7             H8             H10            H11            H13            H14            H15            H16            H17            H18            
1276           1045           1223           1090           1230           1288           1122           1225           840            1343           1202           980            1036           1210           1237           1135           
1253           1055           1229           1057           1193           1293           1042           -              890            -              1160           -              -              1202           -              1237           
1242           1009           1024           1045           1130           1323           1123           -              761            -              -              -              -              -              -              -              
1297           1062           1144           1051           1234           1282           1032           -              764            -              -              -              -              -              -              -              
1232           1083           1143           1090           1206           1180           1023           -              984            -              -              -              -              -              -              -              
1301           948            1111           -              1060           1220           1020           -              957            -              -              -              -              -              -              -              
1294           1036           1125           -              1145           1239           878            -              948            -              -              -              -              -              -              -              
1229           1134           1118           -              1096           1315           1073           -              992            -              -              -              -              -              -              -              
1270           986            1131           -              1024           1176           1102           -              1021           -              -              -              -              -              -              -              
1244           1143           1163           -              1200           1241           1056           -              869            -              -              -              -              -              -              -              
1254           1003           1123           -              1161           1228           1140           -              912            -              -              -              -              -              -              -              
1307           1038           1086           -              1104           1218           1124           -              873            -              -              -              -              -              -              -              
1245           1048           1091           -              1057           1236           1049           -              844            -              -              -              -              -              -              -              
1066           940            1132           -              1138           1269           1029           -              938            -              -              -              -              -              -              -              
1221           1143           1104           -              1050           1219           974            -              845            -              -              -              -              -              -              -              
1203           1045           1118           -              1090           1239           969            -              903            -              -              -              -              -              -              -              
1343           -              1195           -              1061           1115           1048           -              839            -              -              -              -              -              -              -              
1410           -              1104           -              1084           -              1142           -              809            -              -              -              -              -              -              -              
1220           -              1115           -              893            -              923            -              808            -              -              -              -              -              -              -              
1187           -              1119           -              1190           -              1062           -              883            -              -              -              -              -              -              -              
1188           -              1143           -              1092           -              1064           -              911            -              -              -              -              -              -              -              
1095           -              1190           -              1090           -              996            -              840            -              -              -              -              -              -              -              
1316           -              1151           -              1162           -              1006           -              938            -              -              -              -              -              -              -              
1114           -              1091           -              1143           -              1058           -              914            -              -              -              -              -              -              -              
1219           -              1169           -              1132           -              -              -              956            -              -              -              -              -              -              -              
1250           -              1125           -              1158           -              -              -              998            -              -              -              -              -              -              -              
1061           -              1129           -              1062           -              -              -              909            -              -              -              -              -              -              -              
1291           -              1149           -              1136           -              -              -              918            -              -              -              -              -              -              -              
1278           -              1142           -              1080           -              -              -              943            -              -              -              -              -              -              -              
1179           -              1159           -              876            -              -              -              918            -              -              -              -              -              -              -              
1253           -              1021           -              1104           -              -              -              882            -              -              -              -              -              -              -              
1287           -              1162           -              1141           -              -              -              834            -              -              -              -              -              -              -              
1160           -              1147           -              1086           -              -              -              881            -              -              -              -              -              -              -              
1201           -              1096           -              1119           -              -              -              913            -              -              -              -              -              -              -              
1334           -              1154           -              1131           -              -              -              898            -              -              -              -              -              -              -              
1286           -              1227           -              1029           -              -              -              865            -              -              -              -              -              -              -              
1225           -              1122           -              1134           -              -              -              -              -              -              -              -              -              -              -              
860            -              1106           -              1106           -              -              -              -              -              -              -              -              -              -              -              
819            -              1120           -              -              -              -              -              -              -              -              -              -              -              -              -              
1131           -              1108           -              -              -              -              -              -              -              -              -              -              -              -              -              
1062           -              1019           -              -              -              -              -              -              -              -              -              -              -              -              -              
837            -              1054           -              -              -              -              -              -              -              -              -              -              -              -              -              
870            -              1125           -              -              -              -              -              -              -              -              -              -              -              -              -              
1128           -              1209           -              -              -              -              -              -              -              -              -              -              -              -              -              
811            -              1022           -              -              -              -              -              -              -              -              -              -              -              -              -              
746            -              1130           -              -              -              -              -              -              -              -              -              -              -              -              -              
822            -              1041           -              -              -              -              -              -              -              -              -              -              -              -              -              
760            -              1105           -              -              -              -              -              -              -              -              -              -              -              -              -              
1220           -              896            -              -              -              -              -              -              -              -              -              -              -              -              -              
1231           -              1082           -              -              -              -              -              -              -              -              -              -              -              -              -              
1228           -              1106           -              -              -              -              -              -              -              -              -              -              -              -              -              
1016           -              1190           -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              1024           -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              1014           -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              1039           -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              979            -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              1107           -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              1074           -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              1095           -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              1154           -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              1095           -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              1102           -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              977            -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              1042           -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              983            -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              921            -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              978            -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              1035           -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              995            -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              975            -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              -              
