Avian          Bat            Canine         Equine         Human          Seal           Swine          
14             22             6              15             14             11             13             
3              11             11             14             15             10             12             
6              12             13             14             12             0              13             
6              -              17             11             15             1              9              
0              -              -              7              12             0              7              
13             -              -              5              15             2              12             
12             -              -              -              14             1              14             
13             -              -              -              11             4              7              
13             -              -              -              13             0              12             
14             -              -              -              11             5              -              
12             -              -              -              10             2              -              
13             -              -              -              15             6              -              
9              -              -              -              15             3              -              
8              -              -              -              20             3              -              
9              -              -              -              13             2              -              
6              -              -              -              12             5              -              
6              -              -              -              14             2              -              
6              -              -              -              12             0              -              
17             -              -              -              14             -              -              
6              -              -              -              11             -              -              
12             -              -              -              14             -              -              
18             -              -              -              10             -              -              
21             -              -              -              4              -              -              
10             -              -              -              11             -              -              
13             -              -              -              10             -              -              
8              -              -              -              10             -              -              
19             -              -              -              13             -              -              
15             -              -              -              11             -              -              
10             -              -              -              14             -              -              
4              -              -              -              8              -              -              
7              -              -              -              11             -              -              
9              -              -              -              15             -              -              
17             -              -              -              10             -              -              
12             -              -              -              10             -              -              
28             -              -              -              12             -              -              
10             -              -              -              11             -              -              
13             -              -              -              14             -              -              
7              -              -              -              9              -              -              
9              -              -              -              5              -              -              
12             -              -              -              9              -              -              
12             -              -              -              0              -              -              
9              -              -              -              3              -              -              
4              -              -              -              7              -              -              
0              -              -              -              10             -              -              
3              -              -              -              14             -              -              
2              -              -              -              8              -              -              
3              -              -              -              19             -              -              
6              -              -              -              13             -              -              
2              -              -              -              12             -              -              
0              -              -              -              18             -              -              
3              -              -              -              0              -              -              
3              -              -              -              9              -              -              
6              -              -              -              20             -              -              
3              -              -              -              12             -              -              
0              -              -              -              12             -              -              
0              -              -              -              11             -              -              
-              -              -              -              12             -              -              
-              -              -              -              11             -              -              
-              -              -              -              12             -              -              
-              -              -              -              13             -              -              
-              -              -              -              12             -              -              
-              -              -              -              12             -              -              
-              -              -              -              6              -              -              
-              -              -              -              12             -              -              
-              -              -              -              11             -              -              
-              -              -              -              2              -              -              
-              -              -              -              11             -              -              
-              -              -              -              25             -              -              
-              -              -              -              10             -              -              
-              -              -              -              11             -              -              
-              -              -              -              10             -              -              
-              -              -              -              13             -              -              
-              -              -              -              15             -              -              
-              -              -              -              12             -              -              
-              -              -              -              12             -              -              
-              -              -              -              9              -              -              
-              -              -              -              12             -              -              
-              -              -              -              10             -              -              
-              -              -              -              13             -              -              
-              -              -              -              12             -              -              
-              -              -              -              11             -              -              
-              -              -              -              6              -              -              
-              -              -              -              8              -              -              
-              -              -              -              12             -              -              
-              -              -              -              12             -              -              
-              -              -              -              12             -              -              
-              -              -              -              12             -              -              
-              -              -              -              9              -              -              
-              -              -              -              12             -              -              
-              -              -              -              12             -              -              
-              -              -              -              9              -              -              
-              -              -              -              7              -              -              
-              -              -              -              11             -              -              
-              -              -              -              10             -              -              
-              -              -              -              10             -              -              
-              -              -              -              6              -              -              
-              -              -              -              9              -              -              
-              -              -              -              7              -              -              
-              -              -              -              5              -              -              
-              -              -              -              6              -              -              
-              -              -              -              9              -              -              
-              -              -              -              12             -              -              
-              -              -              -              20             -              -              
-              -              -              -              17             -              -              
-              -              -              -              12             -              -              
-              -              -              -              16             -              -              
-              -              -              -              21             -              -              
-              -              -              -              21             -              -              
-              -              -              -              17             -              -              
-              -              -              -              18             -              -              
-              -              -              -              19             -              -              
-              -              -              -              15             -              -              
-              -              -              -              21             -              -              
-              -              -              -              11             -              -              
-              -              -              -              11             -              -              
-              -              -              -              7              -              -              
-              -              -              -              14             -              -              
-              -              -              -              0              -              -              
-              -              -              -              2              -              -              
-              -              -              -              13             -              -              
-              -              -              -              10             -              -              
-              -              -              -              22             -              -              
-              -              -              -              19             -              -              
-              -              -              -              21             -              -              
-              -              -              -              7              -              -              
-              -              -              -              8              -              -              
-              -              -              -              9              -              -              
-              -              -              -              7              -              -              
-              -              -              -              7              -              -              
-              -              -              -              6              -              -              
-              -              -              -              6              -              -              
-              -              -              -              8              -              -              
-              -              -              -              7              -              -              
-              -              -              -              8              -              -              
-              -              -              -              11             -              -              
-              -              -              -              5              -              -              
-              -              -              -              5              -              -              
-              -              -              -              4              -              -              
-              -              -              -              4              -              -              
-              -              -              -              0              -              -              
-              -              -              -              3              -              -              
-              -              -              -              3              -              -              
-              -              -              -              3              -              -              
-              -              -              -              6              -              -              
-              -              -              -              5              -              -              
-              -              -              -              6              -              -              
-              -              -              -              0              -              -              
-              -              -              -              7              -              -              
-              -              -              -              0              -              -              
-              -              -              -              6              -              -              
-              -              -              -              6              -              -              
-              -              -              -              3              -              -              
-              -              -              -              3              -              -              
-              -              -              -              6              -              -              
-              -              -              -              3              -              -              
-              -              -              -              6              -              -              
-              -              -              -              6              -              -              
-              -              -              -              2              -              -              
-              -              -              -              9              -              -              
-              -              -              -              5              -              -              
-              -              -              -              1              -              -              
-              -              -              -              2              -              -              
-              -              -              -              2              -              -              
-              -              -              -              0              -              -              
-              -              -              -              3              -              -              
-              -              -              -              0              -              -              
-              -              -              -              3              -              -              
-              -              -              -              0              -              -              
-              -              -              -              3              -              -              
-              -              -              -              4              -              -              
-              -              -              -              6              -              -              
-              -              -              -              3              -              -              
-              -              -              -              3              -              -              
-              -              -              -              -              
