CladeH1_1      CladeH3_2      CladeH7_2      CladeH9_1      CladeH11_1     CladeH17_1     
19             49             24             24             26             0              
4              48             15             -              6              5              
14             33             17             -              6              3              
16             40             24             -              17             -              
13             37             21             -              17             -              
12             37             8              -              -              -              
37             36             7              -              -              -              
11             34             6              -              -              -              
33             36             5              -              -              -              
31             35             26             -              -              -              
42             36             24             -              -              -              
16             30             16             -              -              -              
14             33             28             -              -              -              
13             34             21             -              -              -              
11             26             9              -              -              -              
14             31             24             -              -              -              
14             25             23             -              -              -              
18             30             27             -              -              -              
13             33             25             -              -              -              
10             38             12             -              -              -              
9              36             3              -              -              -              
15             35             22             -              -              -              
13             38             8              -              -              -              
8              32             21             -              -              -              
11             31             7              -              -              -              
14             35             9              -              -              -              
17             30             6              -              -              -              
18             29             14             -              -              -              
14             30             16             -              -              -              
10             30             17             -              -              -              
12             33             15             -              -              -              
10             46             12             -              -              -              
22             36             12             -              -              -              
11             38             9              -              -              -              
6              33             17             -              -              -              
17             30             12             -              -              -              
15             34             12             -              -              -              
9              45             13             -              -              -              
12             30             9              -              -              -              
15             32             18             -              -              -              
12             29             15             -              -              -              
9              40             16             -              -              -              
9              31             15             -              -              -              
12             33             13             -              -              -              
9              41             11             -              -              -              
15             33             13             -              -              -              
12             38             11             -              -              -              
24             24             6              -              -              -              
20             30             13             -              -              -              
24             38             12             -              -              -              
29             41             5              -              -              -              
18             49             14             -              -              -              
8              35             6              -              -              -              
8              40             8              -              -              -              
10             34             8              -              -              -              
8              27             16             -              -              -              
12             33             10             -              -              -              
12             33             12             -              -              -              
16             31             8              -              -              -              
9              30             10             -              -              -              
8              31             3              -              -              -              
9              31             -              -              -              -              
11             36             -              -              -              -              
6              38             -              -              -              -              
10             33             -              -              -              -              
10             28             -              -              -              -              
11             35             -              -              -              -              
9              33             -              -              -              -              
32             35             -              -              -              -              
18             30             -              -              -              -              
27             16             -              -              -              -              
20             19             -              -              -              -              
19             20             -              -              -              -              
27             24             -              -              -              -              
9              22             -              -              -              -              
16             23             -              -              -              -              
26             -              -              -              -              -              
19             -              -              -              -              -              
24             -              -              -              -              -              
19             -              -              -              -              -              
14             -              -              -              -              -              
15             -              -              -              -              -              
23             -              -              -              -              -              
20             -              -              -              -              -              
27             -              -              -              -              -              
15             -              -              -              -              -              
11             -              -              -              -              -              
24             -              -              -              -              -              
26             -              -              -              -              -              
31             -              -              -              -              -              
24             -              -              -              -              -              
30             -              -              -              -              -              
24             -              -              -              -              -              
23             -              -              -              -              -              
8              -              -              -              -              -              
24             -              -              -              -              -              
12             -              -              -              -              -              
12             -              -              -              -              -              
21             -              -              -              -              -              
16             -              -              -              -              -              
14             -              -              -              -              -              
29             -              -              -              -              -              
18             -              -              -              -              -              
13             -              -              -              -              -              
14             -              -              -              -              -              
12             -              -              -              -              -              
20             -              -              -              -              -              
20             -              -              -              -              -              
19             -              -              -              -              -              
20             -              -              -              -              -              
15             -              -              -              -              -              
13             -              -              -              -              -              
21             -              -              -              -              -              
17             -              -              -              -              -              
18             -              -              -              -              -              
19             -              -              -              -              -              
8              -              -              -              -              -              
8              -              -              -              -              -              
14             -              -              -              -              -              
14             -              -              -              -              -              
19             -              -              -              -              -              
18             -              -              -              -              -              
15             -              -              -              -              -              
-              
