H1N1           H1N2           H2N1           H2N2           H2N3           H3N2           H3N8           H4N6           H5N1           H5N2           H5N6           H5N8           H6N1           H6N2           H6N6           H7N2           H7N7           H7N9           H8N4           H10N2          H10N7          H10N8          H11N9          H13N6          H14N5          H15N9          H16N3          H17N10         H18N11         
47             52             15             32             40             122            79             68             49             41             41             33             37             37             34             76             35             62             37             46             52             58             53             35             63             59             55             11             25             
12             -              15             36             -              88             86             58             49             -              -              -              38             30             40             66             53             73             -              42             55             53             -              28             -              -              53             -              25             
35             -              18             34             -              102            110            81             44             -              -              -              33             -              31             69             42             45             -              42             52             60             -              -              -              -              -              -              -              
44             -              -              39             -              89             99             79             41             -              -              -              36             -              -              75             31             67             -              51             53             65             -              -              -              -              -              -              -              
42             -              -              34             -              80             110            63             45             -              -              -              25             -              -              57             -              61             -              -              51             57             -              -              -              -              -              -              -              
39             -              -              32             -              84             71             -              49             -              -              -              23             -              -              -              -              42             -              -              50             64             -              -              -              -              -              -              -              
48             -              -              34             -              85             81             -              42             -              -              -              35             -              -              -              -              67             -              -              55             57             -              -              -              -              -              -              -              
37             -              -              28             -              77             92             -              38             -              -              -              33             -              -              -              -              42             -              -              46             55             -              -              -              -              -              -              -              
47             -              -              23             -              86             73             -              44             -              -              -              28             -              -              -              -              69             -              -              43             61             -              -              -              -              -              -              -              
42             -              -              28             -              81             64             -              38             -              -              -              30             -              -              -              -              63             -              -              46             81             -              -              -              -              -              -              -              
50             -              -              32             -              80             66             -              57             -              -              -              31             -              -              -              -              51             -              -              42             66             -              -              -              -              -              -              -              
42             -              -              20             -              80             64             -              38             -              -              -              21             -              -              -              -              30             -              -              53             70             -              -              -              -              -              -              -              
42             -              -              -              -              76             76             -              40             -              -              -              -              -              -              -              -              63             -              -              46             54             -              -              -              -              -              -              -              
39             -              -              -              -              78             58             -              36             -              -              -              -              -              -              -              -              40             -              -              53             66             -              -              -              -              -              -              -              
