Group1         Group2         
11             17             
5              10             
3              5              
8              10             
3              8              
4              10             
3              10             
3              8              
2              8              
2              9              
2              8              
8              6              
7              8              
2              10             
3              1              
3              6              
1              7              
8              8              
8              9              
6              0              
1              10             
6              7              
3              6              
12             4              
5              4              
4              9              
4              6              
6              5              
8              5              
3              6              
6              2              
9              8              
5              3              
7              9              
10             5              
12             15             
8              11             
12             4              
12             3              
5              3              
0              7              
9              4              
4              6              
12             4              
6              10             
12             10             
6              9              
4              3              
6              5              
6              5              
6              4              
0              9              
12             3              
11             6              
6              4              
7              3              
11             8              
5              8              
13             7              
12             8              
10             7              
7              11             
0              6              
11             9              
13             5              
9              9              
8              13             
12             7              
18             6              
11             5              
21             2              
12             2              
15             4              
24             10             
8              8              
6              8              
24             5              
15             2              
17             7              
14             0              
12             6              
21             10             
10             3              
12             7              
18             2              
12             10             
13             4              
16             3              
18             4              
21             12             
15             7              
14             16             
15             6              
17             13             
14             20             
17             10             
11             8              
9              7              
17             1              
13             6              
15             6              
14             5              
11             7              
11             3              
11             3              
16             3              
12             3              
11             8              
11             6              
11             4              
11             0              
12             6              
11             3              
12             3              
12             4              
9              3              
8              6              
12             2              
14             4              
11             5              
14             8              
14             9              
13             11             
3              11             
7              9              
9              4              
9              9              
9              3              
9              3              
19             3              
0              5              
0              9              
-              4              
-              17             
-              5              
-              2              
-              12             
-              -              
