H1             H2             H3             H4             H5             H6             H7             H8             H10            H11            H13            H14            H15            H16            H17            H18            
13             7              39             18             16             9              15             8              13             4              2              12             14             6              8              12             
6              6              13             13             33             9              14             -              7              -              0              -              -              6              -              13             
11             4              32             12             11             9              12             -              6              -              -              -              -              -              -              -              
17             23             17             12             27             7              13             -              4              -              -              -              -              -              -              -              
21             24             14             14             31             4              0              -              3              -              -              -              -              -              -              -              
16             17             15             -              18             7              13             -              3              -              -              -              -              -              -              -              
8              22             13             -              39             8              6              -              3              -              -              -              -              -              -              -              
13             23             15             -              22             9              12             -              3              -              -              -              -              -              -              -              
6              22             15             -              9              3              12             -              3              -              -              -              -              -              -              -              
6              27             14             -              14             7              16             -              3              -              -              -              -              -              -              -              
3              10             15             -              30             13             15             -              3              -              -              -              -              -              -              -              
13             19             12             -              18             4              9              -              3              -              -              -              -              -              -              -              
14             19             15             -              25             18             21             -              3              -              -              -              -              -              -              -              
6              16             15             -              15             14             13             -              3              -              -              -              -              -              -              -              
7              6              23             -              10             9              18             -              3              -              -              -              -              -              -              -              
20             27             15             -              23             11             21             -              2              -              -              -              -              -              -              -              
10             -              13             -              24             11             18             -              3              -              -              -              -              -              -              -              
19             -              15             -              10             -              19             -              2              -              -              -              -              -              -              -              
13             -              14             -              22             -              18             -              4              -              -              -              -              -              -              -              
18             -              13             -              14             -              15             -              0              -              -              -              -              -              -              -              
9              -              15             -              8              -              18             -              6              -              -              -              -              -              -              -              
1              -              12             -              12             -              10             -              13             -              -              -              -              -              -              -              
7              -              13             -              13             -              9              -              6              -              -              -              -              -              -              -              
15             -              12             -              9              -              27             -              6              -              -              -              -              -              -              -              
16             -              15             -              15             -              -              -              5              -              -              -              -              -              -              -              
12             -              10             -              1              -              -              -              10             -              -              -              -              -              -              -              
12             -              15             -              14             -              -              -              7              -              -              -              -              -              -              -              
18             -              12             -              16             -              -              -              3              -              -              -              -              -              -              -              
24             -              21             -              13             -              -              -              9              -              -              -              -              -              -              -              
16             -              15             -              26             -              -              -              6              -              -              -              -              -              -              -              
18             -              13             -              0              -              -              -              7              -              -              -              -              -              -              -              
12             -              10             -              25             -              -              -              15             -              -              -              -              -              -              -              
0              -              12             -              19             -              -              -              7              -              -              -              -              -              -              -              
13             -              12             -              12             -              -              -              11             -              -              -              -              -              -              -              
33             -              15             -              14             -              -              -              12             -              -              -              -              -              -              -              
16             -              18             -              22             -              -              -              13             -              -              -              -              -              -              -              
10             -              15             -              29             -              -              -              -              -              -              -              -              -              -              -              
15             -              12             -              12             -              -              -              -              -              -              -              -              -              -              -              
17             -              15             -              -              -              -              -              -              -              -              -              -              -              -              -              
10             -              15             -              -              -              -              -              -              -              -              -              -              -              -              -              
9              -              15             -              -              -              -              -              -              -              -              -              -              -              -              -              
20             -              15             -              -              -              -              -              -              -              -              -              -              -              -              -              
12             -              11             -              -              -              -              -              -              -              -              -              -              -              -              -              
15             -              10             -              -              -              -              -              -              -              -              -              -              -              -              -              
12             -              23             -              -              -              -              -              -              -              -              -              -              -              -              -              
15             -              41             -              -              -              -              -              -              -              -              -              -              -              -              -              
12             -              18             -              -              -              -              -              -              -              -              -              -              -              -              -              
12             -              15             -              -              -              -              -              -              -              -              -              -              -              -              -              
13             -              8              -              -              -              -              -              -              -              -              -              -              -              -              -              
14             -              22             -              -              -              -              -              -              -              -              -              -              -              -              -              
12             -              14             -              -              -              -              -              -              -              -              -              -              -              -              -              
18             -              11             -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              9              -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              15             -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              18             -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              6              -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              12             -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              11             -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              26             -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              23             -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              26             -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              13             -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              20             -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              10             -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              13             -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              10             -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              9              -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              15             -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              17             -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              12             -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              -              
