Avian          Bat            Canine         Equine         Human          Seal           Swine          
3              0              3              5              6              3              18             
0              0              2              6              6              3              21             
0              0              1              8              8              8              12             
0              -              0              1              3              8              9              
1              -              -              0              8              8              13             
7              -              -              8              4              8              3              
5              -              -              -              10             3              5              
5              -              -              -              7              13             7              
7              -              -              -              9              11             10             
9              -              -              -              12             9              -              
6              -              -              -              6              13             -              
6              -              -              -              3              13             -              
6              -              -              -              3              16             -              
7              -              -              -              11             13             -              
6              -              -              -              5              11             -              
8              -              -              -              8              12             -              
15             -              -              -              9              11             -              
9              -              -              -              11             7              -              
11             -              -              -              6              -              -              
19             -              -              -              9              -              -              
8              -              -              -              9              -              -              
11             -              -              -              5              -              -              
11             -              -              -              2              -              -              
8              -              -              -              0              -              -              
16             -              -              -              7              -              -              
7              -              -              -              14             -              -              
7              -              -              -              3              -              -              
18             -              -              -              9              -              -              
18             -              -              -              1              -              -              
17             -              -              -              15             -              -              
14             -              -              -              14             -              -              
9              -              -              -              3              -              -              
18             -              -              -              3              -              -              
11             -              -              -              6              -              -              
17             -              -              -              12             -              -              
6              -              -              -              3              -              -              
5              -              -              -              2              -              -              
5              -              -              -              12             -              -              
3              -              -              -              2              -              -              
6              -              -              -              5              -              -              
6              -              -              -              6              -              -              
3              -              -              -              12             -              -              
3              -              -              -              17             -              -              
21             -              -              -              7              -              -              
20             -              -              -              10             -              -              
14             -              -              -              20             -              -              
14             -              -              -              14             -              -              
25             -              -              -              6              -              -              
18             -              -              -              7              -              -              
3              -              -              -              9              -              -              
0              -              -              -              11             -              -              
0              -              -              -              3              -              -              
6              -              -              -              8              -              -              
3              -              -              -              4              -              -              
5              -              -              -              12             -              -              
2              -              -              -              11             -              -              
-              -              -              -              8              -              -              
-              -              -              -              9              -              -              
-              -              -              -              8              -              -              
-              -              -              -              13             -              -              
-              -              -              -              9              -              -              
-              -              -              -              9              -              -              
-              -              -              -              5              -              -              
-              -              -              -              9              -              -              
-              -              -              -              5              -              -              
-              -              -              -              0              -              -              
-              -              -              -              5              -              -              
-              -              -              -              1              -              -              
-              -              -              -              7              -              -              
-              -              -              -              6              -              -              
-              -              -              -              8              -              -              
-              -              -              -              16             -              -              
-              -              -              -              10             -              -              
-              -              -              -              6              -              -              
-              -              -              -              5              -              -              
-              -              -              -              2              -              -              
-              -              -              -              10             -              -              
-              -              -              -              2              -              -              
-              -              -              -              2              -              -              
-              -              -              -              2              -              -              
-              -              -              -              1              -              -              
-              -              -              -              12             -              -              
-              -              -              -              8              -              -              
-              -              -              -              3              -              -              
-              -              -              -              9              -              -              
-              -              -              -              2              -              -              
-              -              -              -              2              -              -              
-              -              -              -              9              -              -              
-              -              -              -              3              -              -              
-              -              -              -              5              -              -              
-              -              -              -              18             -              -              
-              -              -              -              7              -              -              
-              -              -              -              3              -              -              
-              -              -              -              2              -              -              
-              -              -              -              3              -              -              
-              -              -              -              0              -              -              
-              -              -              -              3              -              -              
-              -              -              -              10             -              -              
-              -              -              -              4              -              -              
-              -              -              -              3              -              -              
-              -              -              -              3              -              -              
-              -              -              -              11             -              -              
-              -              -              -              8              -              -              
-              -              -              -              9              -              -              
-              -              -              -              9              -              -              
-              -              -              -              1              -              -              
-              -              -              -              6              -              -              
-              -              -              -              2              -              -              
-              -              -              -              4              -              -              
-              -              -              -              6              -              -              
-              -              -              -              0              -              -              
-              -              -              -              11             -              -              
-              -              -              -              6              -              -              
-              -              -              -              12             -              -              
-              -              -              -              6              -              -              
-              -              -              -              9              -              -              
-              -              -              -              3              -              -              
-              -              -              -              6              -              -              
-              -              -              -              12             -              -              
-              -              -              -              3              -              -              
-              -              -              -              8              -              -              
-              -              -              -              8              -              -              
-              -              -              -              6              -              -              
-              -              -              -              6              -              -              
-              -              -              -              8              -              -              
-              -              -              -              8              -              -              
-              -              -              -              8              -              -              
-              -              -              -              7              -              -              
-              -              -              -              6              -              -              
-              -              -              -              9              -              -              
-              -              -              -              6              -              -              
-              -              -              -              6              -              -              
-              -              -              -              9              -              -              
-              -              -              -              8              -              -              
-              -              -              -              9              -              -              
-              -              -              -              0              -              -              
-              -              -              -              5              -              -              
-              -              -              -              4              -              -              
-              -              -              -              3              -              -              
-              -              -              -              0              -              -              
-              -              -              -              11             -              -              
-              -              -              -              12             -              -              
-              -              -              -              7              -              -              
-              -              -              -              12             -              -              
-              -              -              -              3              -              -              
-              -              -              -              6              -              -              
-              -              -              -              13             -              -              
-              -              -              -              6              -              -              
-              -              -              -              4              -              -              
-              -              -              -              3              -              -              
-              -              -              -              0              -              -              
-              -              -              -              6              -              -              
-              -              -              -              0              -              -              
-              -              -              -              1              -              -              
-              -              -              -              0              -              -              
-              -              -              -              6              -              -              
-              -              -              -              15             -              -              
-              -              -              -              5              -              -              
-              -              -              -              15             -              -              
-              -              -              -              16             -              -              
-              -              -              -              11             -              -              
-              -              -              -              14             -              -              
-              -              -              -              13             -              -              
-              -              -              -              15             -              -              
-              -              -              -              14             -              -              
-              -              -              -              15             -              -              
-              -              -              -              11             -              -              
-              -              -              -              20             -              -              
-              -              -              -              12             -              -              
-              -              -              -              18             -              -              
-              -              -              -              8              -              -              
-              -              -              -              14             -              -              
-              -              -              -              21             -              -              
-              -              -              -              -              
