H1N1           H1N2           H2N1           H2N2           H2N3           H3N2           H3N8           H4N6           H5N1           H5N2           H5N6           H5N8           H6N1           H6N2           H6N6           H7N2           H7N7           H7N9           H8N4           H10N2          H10N7          H10N8          H11N9          H13N6          H14N5          H15N9          H16N3          H17N10         H18N11         
6              9              7              7              13             3              3              8              9              17             6              6              8              5              6              0              11             3              3              21             8              16             3              0              6              3              5              0              0              
6              -              5              10             -              8              3              15             1              -              -              -              8              3              6              5              12             6              -              20             8              11             -              0              -              -              2              -              0              
8              -              5              20             -              4              6              9              6              -              -              -              8              -              3              4              7              13             -              14             8              14             -              -              -              -              -              -              -              
3              -              -              14             -              12             7              7              2              -              -              -              7              -              -              3              12             6              -              14             8              13             -              -              -              -              -              -              -              
8              -              -              6              -              11             6              10             4              -              -              -              6              -              -              0              -              4              -              -              3              15             -              -              -              -              -              -              -              
4              -              -              7              -              8              5              -              6              -              -              -              9              -              -              -              -              3              -              -              13             14             -              -              -              -              -              -              -              
10             -              -              9              -              9              6              -              0              -              -              -              6              -              -              -              -              0              -              -              11             15             -              -              -              -              -              -              -              
7              -              -              11             -              8              8              -              11             -              -              -              6              -              -              -              -              6              -              -              9              11             -              -              -              -              -              -              -              
9              -              -              7              -              13             1              -              6              -              -              -              9              -              -              -              -              0              -              -              13             20             -              -              -              -              -              -              -              
12             -              -              9              -              9              0              -              12             -              -              -              8              -              -              -              -              1              -              -              13             12             -              -              -              -              -              -              -              
6              -              -              6              -              9              8              -              6              -              -              -              9              -              -              -              -              0              -              -              16             18             -              -              -              -              -              -              -              
3              -              -              6              -              5              2              -              9              -              -              -              5              -              -              -              -              6              -              -              13             8              -              -              -              -              -              -              -              
3              -              -              -              -              9              1              -              3              -              -              -              -              -              -              -              -              15             -              -              11             14             -              -              -              -              -              -              -              
11             -              -              -              -              5              0              -              6              -              -              -              -              -              -              -              -              5              -              -              12             21             -              -              -              -              -              -              -              
5              -              -              -              -              0              -              -              12             -              -              -              -              -              -              -              -              15             -              -              11             -              -              -              -              -              -              -              -              
8              -              -              -              -              5              -              -              3              -              -              -              -              -              -              -              -              -              -              -              7              -              -              -              -              -              -              -              -              
9              -              -              -              -              1              -              -              8              -              -              -              -              -              -              -              -              -              -              -              25             -              -              -              -              -              -              -              -              
11             -              -              -              -              7              -              -              8              -              -              -              -              -              -              -              -              -              -              -              18             -              -              -              -              -              -              -              -              
6              -              -              -              -              6              -              -              6              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
