H1N1           H1N2           H2N1           H2N2           H2N3           H3N2           H3N8           H4N6           H5N1           H5N2           H5N6           H5N8           H6N1           H6N2           H6N6           H7N2           H7N7           H7N9           H8N4           H10N2          H10N7          H10N8          H11N9          H13N6          H14N5          H15N9          H16N3          H17N10         H18N11         
9              7              11             7              3              26             27             23             7              14             6              9              10             13             7              1              3              3              10             6              5              5              8              28             3              1              14             14             11             
6              -              8              6              -              25             20             18             11             -              -              -              10             15             7              4              3              10             -              4              4              4              -              30             -              -              16             -              11             
8              -              10             11             -              21             25             19             15             -              -              -              7              -              9              5              6              8              -              5              5              5              -              -              -              -              -              -              -              
5              -              -              24             -              21             21             16             13             -              -              -              9              -              -              3              3              3              -              7              9              4              -              -              -              -              -              -              -              
9              -              -              6              -              27             25             17             8              -              -              -              9              -              -              21             -              9              -              -              5              4              -              -              -              -              -              -              -              
5              -              -              2              -              20             21             -              15             -              -              -              5              -              -              -              -              3              -              -              5              3              -              -              -              -              -              -              -              
7              -              -              5              -              22             15             -              12             -              -              -              9              -              -              -              -              10             -              -              5              4              -              -              -              -              -              -              -              
8              -              -              11             -              21             17             -              6              -              -              -              8              -              -              -              -              9              -              -              3              3              -              -              -              -              -              -              -              
7              -              -              10             -              22             16             -              15             -              -              -              7              -              -              -              -              9              -              -              5              3              -              -              -              -              -              -              -              
7              -              -              8              -              20             8              -              19             -              -              -              8              -              -              -              -              11             -              -              4              12             -              -              -              -              -              -              -              
10             -              -              6              -              23             16             -              12             -              -              -              9              -              -              -              -              6              -              -              6              3              -              -              -              -              -              -              -              
6              -              -              7              -              23             14             -              1              -              -              -              7              -              -              -              -              6              -              -              6              5              -              -              -              -              -              -              -              
6              -              -              -              -              21             16             -              13             -              -              -              -              -              -              -              -              11             -              -              6              8              -              -              -              -              -              -              -              
10             -              -              -              -              21             13             -              4              -              -              -              -              -              -              -              -              10             -              -              6              12             -              -              -              -              -              -              -              
6              -              -              -              -              10             -              -              5              -              -              -              -              -              -              -              -              6              -              -              6              -              -              -              -              -              -              -              -              
8              -              -              -              -              24             -              -              17             -              -              -              -              -              -              -              -              -              -              -              3              -              -              -              -              -              -              -              -              
6              -              -              -              -              20             -              -              13             -              -              -              -              -              -              -              -              -              -              -              4              -              -              -              -              -              -              -              -              
7              -              -              -              -              27             -              -              12             -              -              -              -              -              -              -              -              -              -              -              10             -              -              -              -              -              -              -              -              
8              -              -              -              -              21             -              -              12             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
9              -              -              -              -              22             -              -              6              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
9              -              -              -              -              12             -              -              6              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
9              -              -              -              -              14             -              -              5              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
14             -              -              -              -              19             -              -              13             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
12             -              -              -              -              20             -              -              7              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
8              -              -              -              -              21             -              -              8              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
8              -              -              -              -              23             -              -              10             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
9              -              -              -              -              20             -              -              6              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
9              -              -              -              -              20             -              -              9              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
7              -              -              -              -              23             -              -              17             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
12             -              -              -              -              23             -              -              15             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
6              -              -              -              -              16             -              -              10             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
6              -              -              -              -              19             -              -              11             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
9              -              -              -              -              18             -              -              12             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
9              -              -              -              -              21             -              -              8              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
3              -              -              -              -              17             -              -              6              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
6              -              -              -              -              15             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
6              -              -              -              -              24             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
9              -              -              -              -              14             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
6              -              -              -              -              22             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
6              -              -              -              -              20             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
0              -              -              -              -              14             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
6              -              -              -              -              20             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
6              -              -              -              -              21             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
10             -              -              -              -              23             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
12             -              -              -              -              5              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
21             -              -              -              -              32             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
15             -              -              -              -              23             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
18             -              -              -              -              23             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
7              -              -              -              -              13             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
6              -              -              -              -              21             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
6              -              -              -              -              18             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              -              -              -              24             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              -              -              -              23             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              -              -              -              20             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              -              -              -              19             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              -              -              -              16             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              -              -              -              -              
