H1N1           H1N2           H2N1           H2N2           H2N3           H3N2           H3N8           H4N6           H5N1           H5N2           H5N6           H5N8           H6N1           H6N2           H6N6           H7N2           H7N7           H7N9           H8N4           H10N2          H10N7          H10N8          H11N9          H13N6          H14N5          H15N9          H16N3          H17N10         H18N11         
36             18             37             33             43             30             25             10             44             34             34             41             39             36             29             28             21             14             25             17             15             15             25             42             11             16             55             32             31             
36             -              39             37             -              28             28             12             43             -              -              -              39             34             34             22             28             25             -              18             14             19             -              33             -              -              55             -              35             
40             -              30             29             -              20             28             20             51             -              -              -              37             -              31             19             25             18             -              16             15             19             -              -              -              -              -              -              -              
43             -              -              38             -              28             28             27             52             -              -              -              33             -              -              21             26             12             -              17             13             18             -              -              -              -              -              -              -              
43             -              -              39             -              26             28             19             49             -              -              -              36             -              -              9              -              14             -              -              20             19             -              -              -              -              -              -              -              
38             -              -              36             -              27             35             -              54             -              -              -              34             -              -              -              -              18             -              -              19             18             -              -              -              -              -              -              -              
35             -              -              35             -              27             22             -              30             -              -              -              35             -              -              -              -              18             -              -              15             19             -              -              -              -              -              -              -              
41             -              -              19             -              25             29             -              33             -              -              -              35             -              -              -              -              26             -              -              12             8              -              -              -              -              -              -              -              
33             -              -              41             -              26             20             -              57             -              -              -              34             -              -              -              -              17             -              -              18             17             -              -              -              -              -              -              -              
31             -              -              46             -              25             33             -              43             -              -              -              36             -              -              -              -              20             -              -              14             21             -              -              -              -              -              -              -              
20             -              -              40             -              24             27             -              54             -              -              -              32             -              -              -              -              41             -              -              13             17             -              -              -              -              -              -              -              
44             -              -              33             -              19             34             -              51             -              -              -              39             -              -              -              -              19             -              -              17             14             -              -              -              -              -              -              -              
40             -              -              -              -              26             18             -              38             -              -              -              -              -              -              -              -              21             -              -              14             24             -              -              -              -              -              -              -              
28             -              -              -              -              26             31             -              60             -              -              -              -              -              -              -              -              24             -              -              20             12             -              -              -              -              -              -              -              
34             -              -              -              -              8              -              -              37             -              -              -              -              -              -              -              -              21             -              -              14             -              -              -              -              -              -              -              -              
46             -              -              -              -              24             -              -              35             -              -              -              -              -              -              -              -              -              -              -              7              -              -              -              -              -              -              -              -              
21             -              -              -              -              26             -              -              54             -              -              -              -              -              -              -              -              -              -              -              17             -              -              -              -              -              -              -              -              
42             -              -              -              -              26             -              -              38             -              -              -              -              -              -              -              -              -              -              -              19             -              -              -              -              -              -              -              -              
28             -              -              -              -              27             -              -              32             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
33             -              -              -              -              11             -              -              43             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
19             -              -              -              -              27             -              -              30             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
34             -              -              -              -              25             -              -              50             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
28             -              -              -              -              27             -              -              42             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
41             -              -              -              -              24             -              -              41             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
28             -              -              -              -              23             -              -              41             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
33             -              -              -              -              26             -              -              28             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
28             -              -              -              -              24             -              -              46             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
39             -              -              -              -              23             -              -              47             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
39             -              -              -              -              26             -              -              45             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
27             -              -              -              -              27             -              -              38             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
36             -              -              -              -              14             -              -              29             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
33             -              -              -              -              27             -              -              45             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
35             -              -              -              -              21             -              -              40             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
29             -              -              -              -              24             -              -              39             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
48             -              -              -              -              23             -              -              32             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
36             -              -              -              -              32             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
33             -              -              -              -              28             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
40             -              -              -              -              22             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
38             -              -              -              -              24             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
32             -              -              -              -              25             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
9              -              -              -              -              31             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
31             -              -              -              -              25             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
37             -              -              -              -              26             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
38             -              -              -              -              25             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
23             -              -              -              -              25             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
30             -              -              -              -              26             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
40             -              -              -              -              15             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
23             -              -              -              -              15             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
33             -              -              -              -              14             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
33             -              -              -              -              14             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
31             -              -              -              -              22             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              -              -              -              28             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              -              -              -              25             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              -              -              -              25             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              -              -              -              20             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              -              -              -              27             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              -              -              -              -              
