Group1         Group2         
0              0              
0              2              
0              0              
0              0              
0              0              
0              0              
3              0              
0              0              
1              0              
1              0              
0              0              
0              0              
0              0              
2              0              
0              1              
0              0              
1              0              
0              0              
0              0              
0              0              
0              1              
3              0              
0              0              
0              0              
0              0              
0              0              
0              0              
0              0              
0              0              
0              0              
0              0              
0              0              
0              0              
0              0              
0              0              
0              0              
0              0              
0              0              
0              0              
0              0              
0              0              
0              0              
0              0              
0              0              
0              0              
0              0              
0              2              
0              0              
5              0              
6              0              
0              0              
3              0              
0              0              
0              5              
0              3              
0              0              
0              2              
0              1              
0              0              
0              0              
0              0              
0              0              
0              0              
0              0              
0              0              
0              0              
0              2              
0              0              
0              0              
0              0              
0              0              
0              0              
0              0              
0              0              
0              0              
0              2              
0              2              
0              0              
0              4              
0              0              
0              0              
0              0              
0              0              
0              0              
0              3              
0              0              
0              1              
0              3              
0              1              
0              3              
0              1              
0              3              
0              2              
0              2              
0              0              
0              0              
0              0              
0              0              
0              0              
0              0              
0              0              
0              0              
0              0              
0              4              
3              5              
0              6              
0              4              
0              4              
0              4              
0              3              
0              3              
0              3              
1              1              
0              4              
1              3              
0              1              
1              4              
0              6              
1              0              
1              19             
2              0              
2              14             
0              15             
0              13             
0              17             
2              15             
4              14             
5              15             
5              17             
12             18             
4              20             
5              17             
-              19             
-              10             
-              20             
-              0              
-              0              
-              -              
