Group1         Group2         
19             44             
23             48             
22             39             
13             51             
24             55             
16             46             
25             47             
20             47             
20             53             
23             46             
20             49             
12             43             
12             48             
32             44             
16             27             
21             47             
28             39             
26             52             
18             44             
25             45             
21             45             
17             39             
24             41             
21             41             
20             41             
31             46             
15             40             
27             37             
12             49             
36             42             
29             43             
9              42             
19             36             
19             45             
25             37             
12             32             
15             51             
36             32             
23             45             
18             56             
9              39             
33             41             
35             37             
19             41             
15             15             
24             47             
18             45             
25             40             
34             28             
39             38             
24             43             
24             46             
25             45             
20             36             
20             43             
28             31             
23             45             
50             38             
52             45             
28             45             
27             45             
26             42             
34             44             
29             38             
31             37             
15             19             
22             39             
34             36             
23             37             
33             30             
27             49             
35             51             
34             49             
25             38             
30             48             
20             18             
21             22             
38             21             
24             20             
16             24             
29             32             
14             24             
29             25             
40             29             
23             29             
24             32             
26             40             
20             33             
25             25             
17             30             
25             41             
24             38             
21             27             
28             33             
21             30             
22             36             
41             41             
39             28             
33             47             
31             33             
28             31             
35             25             
23             28             
43             13             
30             12             
17             13             
35             17             
35             8              
33             18             
34             16             
34             12             
32             18             
36             17             
31             22             
29             19             
30             17             
33             18             
28             18             
34             10             
34             35             
26             34             
30             28             
25             20             
23             24             
23             27             
39             27             
43             21             
28             27             
27             20             
33             32             
31             30             
43             28             
-              23             
-              34             
-              40             
-              24             
-              34             
-              -              
