H1N1           H1N2           H2N1           H2N2           H2N3           H3N2           H3N8           H4N6           H5N1           H5N2           H5N6           H5N8           H6N1           H6N2           H6N6           H7N2           H7N7           H7N9           H8N4           H10N2          H10N7          H10N8          H11N9          H13N6          H14N5          H15N9          H16N3          H17N10         H18N11         
19             24             25             28             34             44             45             49             23             43             30             17             35             34             26             18             32             29             23             33             13             28             23             39             24             34             28             33             31             
23             -              20             23             -              48             38             51             33             -              -              -              35             34             30             22             24             32             -              31             12             20             -              43             -              -              27             -              43             
22             -              20             50             -              39             45             49             27             -              -              -              33             -              25             21             25             40             -              25             13             24             -              -              -              -              -              -              -              
13             -              -              52             -              51             45             38             35             -              -              -              34             -              -              20             29             33             -              28             17             27             -              -              -              -              -              -              -              
24             -              -              28             -              55             45             48             34             -              -              -              34             -              -              24             -              25             -              -              8              27             -              -              -              -              -              -              -              
16             -              -              27             -              46             42             -              25             -              -              -              32             -              -              -              -              30             -              -              18             21             -              -              -              -              -              -              -              
25             -              -              26             -              47             44             -              30             -              -              -              36             -              -              -              -              41             -              -              16             27             -              -              -              -              -              -              -              
20             -              -              34             -              47             38             -              20             -              -              -              31             -              -              -              -              38             -              -              12             20             -              -              -              -              -              -              -              
20             -              -              29             -              53             37             -              21             -              -              -              29             -              -              -              -              27             -              -              18             32             -              -              -              -              -              -              -              
23             -              -              31             -              46             19             -              38             -              -              -              30             -              -              -              -              33             -              -              17             30             -              -              -              -              -              -              -              
20             -              -              15             -              49             39             -              24             -              -              -              33             -              -              -              -              30             -              -              22             28             -              -              -              -              -              -              -              
12             -              -              22             -              43             36             -              16             -              -              -              28             -              -              -              -              36             -              -              19             23             -              -              -              -              -              -              -              
12             -              -              -              -              48             37             -              29             -              -              -              -              -              -              -              -              41             -              -              17             34             -              -              -              -              -              -              -              
32             -              -              -              -              44             30             -              14             -              -              -              -              -              -              -              -              28             -              -              18             40             -              -              -              -              -              -              -              
16             -              -              -              -              27             -              -              29             -              -              -              -              -              -              -              -              47             -              -              18             -              -              -              -              -              -              -              -              
21             -              -              -              -              47             -              -              40             -              -              -              -              -              -              -              -              -              -              -              10             -              -              -              -              -              -              -              -              
28             -              -              -              -              39             -              -              23             -              -              -              -              -              -              -              -              -              -              -              35             -              -              -              -              -              -              -              -              
26             -              -              -              -              52             -              -              24             -              -              -              -              -              -              -              -              -              -              -              34             -              -              -              -              -              -              -              -              
18             -              -              -              -              44             -              -              26             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
25             -              -              -              -              45             -              -              20             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
21             -              -              -              -              45             -              -              25             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
17             -              -              -              -              39             -              -              17             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
24             -              -              -              -              41             -              -              25             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
21             -              -              -              -              41             -              -              24             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
20             -              -              -              -              41             -              -              21             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
31             -              -              -              -              46             -              -              28             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
15             -              -              -              -              40             -              -              21             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
27             -              -              -              -              37             -              -              22             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
12             -              -              -              -              49             -              -              41             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
36             -              -              -              -              42             -              -              39             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
29             -              -              -              -              43             -              -              33             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
9              -              -              -              -              42             -              -              31             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
19             -              -              -              -              36             -              -              28             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
19             -              -              -              -              45             -              -              35             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
25             -              -              -              -              37             -              -              23             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
12             -              -              -              -              32             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
