Group1         Group2         
36             30             
36             28             
40             20             
43             28             
43             26             
38             27             
35             27             
41             25             
33             26             
31             25             
20             24             
44             19             
40             26             
28             26             
34             8              
46             24             
21             26             
42             26             
28             27             
33             11             
19             27             
34             25             
28             27             
41             24             
28             23             
33             26             
28             24             
39             23             
39             26             
27             27             
36             14             
33             27             
35             21             
29             24             
48             23             
36             32             
33             28             
40             22             
38             24             
32             25             
9              31             
31             25             
37             26             
38             25             
23             25             
30             26             
40             15             
23             15             
33             14             
33             14             
31             22             
18             28             
37             25             
39             25             
30             20             
33             27             
37             25             
29             28             
38             28             
39             28             
36             28             
35             35             
19             22             
41             29             
46             20             
40             33             
33             27             
43             34             
44             18             
43             31             
51             10             
52             12             
49             20             
54             27             
30             19             
33             28             
57             22             
43             19             
54             21             
51             9              
38             21             
60             28             
37             25             
35             26             
54             14             
38             25             
32             18             
43             12             
30             14             
50             18             
42             18             
41             26             
41             17             
28             20             
46             41             
47             19             
45             21             
38             24             
29             21             
45             17             
40             18             
39             16             
32             17             
34             15             
34             14             
41             15             
39             13             
39             20             
37             19             
33             15             
36             12             
34             18             
35             14             
35             13             
34             17             
36             14             
32             20             
39             14             
36             7              
34             17             
29             19             
34             15             
31             19             
25             19             
25             18             
42             19             
33             18             
55             19             
55             8              
32             17             
31             21             
35             17             
-              14             
-              24             
-              12             
-              11             
-              16             
-              -              
