Group1         Group2         
13             39             
6              13             
11             32             
17             17             
21             14             
16             15             
8              13             
13             15             
6              15             
6              14             
3              15             
13             12             
14             15             
6              15             
7              23             
20             15             
10             13             
19             15             
13             14             
18             13             
9              15             
1              12             
7              13             
15             12             
16             15             
12             10             
12             15             
18             12             
24             21             
16             15             
18             13             
12             10             
0              12             
13             12             
33             15             
16             18             
10             15             
15             12             
17             15             
10             15             
9              15             
20             15             
12             11             
15             10             
12             23             
15             41             
12             18             
12             15             
13             8              
14             22             
12             14             
18             11             
7              9              
6              15             
4              18             
23             6              
24             12             
17             11             
22             26             
23             23             
22             26             
27             13             
10             20             
19             10             
19             13             
16             10             
6              9              
27             15             
16             17             
33             12             
11             18             
27             13             
31             12             
18             12             
39             14             
22             15             
9              14             
14             12             
30             13             
18             0              
25             13             
15             6              
10             12             
23             12             
24             16             
10             15             
22             9              
14             21             
8              13             
12             18             
13             21             
9              18             
15             19             
1              18             
14             15             
16             18             
13             10             
26             9              
0              27             
25             13             
19             7              
12             6              
14             4              
22             3              
29             3              
12             3              
9              3              
9              3              
9              3              
7              3              
4              3              
7              3              
8              3              
9              3              
3              2              
7              3              
13             2              
4              4              
18             0              
14             6              
9              13             
11             6              
11             6              
8              5              
4              10             
2              7              
0              3              
6              9              
6              6              
8              7              
12             15             
13             7              
-              11             
-              12             
-              13             
-              12             
-              14             
-              -              
