H1N1           H1N2           H2N1           H2N2           H2N3           H3N2           H3N8           H4N6           H5N1           H5N2           H5N6           H5N8           H6N1           H6N2           H6N6           H7N2           H7N7           H7N9           H8N4           H10N2          H10N7          H10N8          H11N9          H13N6          H14N5          H15N9          H16N3          H17N10         H18N11         
721            607            549            575            631            583            634            617            675            574            609            616            652            649            637            546            570            603            631            627            635            622            542            673            596            594            675            563            646            
672            -              570            580            -              694            641            604            609            -              -              -              650            655            634            553            602            642            -              647            637            630            -              639            -              -              689            -              665            
661            -              547            666            -              580            640            633            662            -              -              -              649            -              611            561            583            593            -              651            636            640            -              -              -              -              -              -              -              
670            -              -              614            -              610            605            611            582            -              -              -              650            -              -              563            561            576            -              591            624            634            -              -              -              -              -              -              -              
687            -              -              617            -              618            641            580            572            -              -              -              617            -              -              546            -              607            -              -              631            641            -              -              -              -              -              -              -              
719            -              -              586            -              599            643            -              646            -              -              -              659            -              -              -              -              567            -              -              568            627            -              -              -              -              -              -              -              
652            -              -              568            -              631            606            -              538            -              -              -              646            -              -              -              -              600            -              -              605            654            -              -              -              -              -              -              -              
661            -              -              598            -              615            611            -              637            -              -              -              639            -              -              -              -              538            -              -              563            597            -              -              -              -              -              -              -              
666            -              -              706            -              615            601            -              634            -              -              -              635            -              -              -              -              597            -              -              532            619            -              -              -              -              -              -              -              
646            -              -              684            -              616            570            -              599            -              -              -              581            -              -              -              -              621            -              -              584            600            -              -              -              -              -              -              -              
622            -              -              644            -              621            534            -              568            -              -              -              659            -              -              -              -              602            -              -              543            584            -              -              -              -              -              -              -              
680            -              -              586            -              610            570            -              584            -              -              -              652            -              -              -              -              581            -              -              556            548            -              -              -              -              -              -              -              
657            -              -              -              -              634            605            -              511            -              -              -              -              -              -              -              -              556            -              -              606            590            -              -              -              -              -              -              -              
487            -              -              -              -              627            588            -              575            -              -              -              -              -              -              -              -              594            -              -              562            543            -              -              -              -              -              -              -              
644            -              -              -              -              592            -              -              576            -              -              -              -              -              -              -              -              595            -              -              537            -              -              -              -              -              -              -              -              
668            -              -              -              -              600            -              -              499            -              -              -              -              -              -              -              -              -              -              -              573            -              -              -              -              -              -              -              -              
617            -              -              -              -              593            -              -              627            -              -              -              -              -              -              -              -              -              -              -              663            -              -              -              -              -              -              -              -              
667            -              -              -              -              627            -              -              615            -              -              -              -              -              -              -              -              -              -              -              625            -              -              -              -              -              -              -              -              
621            -              -              -              -              601            -              -              438            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
633            -              -              -              -              598            -              -              646            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
650            -              -              -              -              616            -              -              535            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
