Group1         Group2         
56             26             
45             43             
57             41             
58             44             
56             37             
57             39             
46             41             
59             38             
43             41             
42             34             
34             38             
62             30             
58             36             
62             30             
43             26             
61             31             
33             53             
50             36             
39             37             
43             33             
37             42             
45             41             
56             29             
55             38             
38             39             
58             37             
40             38             
64             43             
56             42             
54             39             
58             35             
55             36             
52             32             
35             42             
50             42             
53             54             
48             35             
51             27             
48             32             
44             46             
27             38             
38             40             
50             37             
50             37             
20             30             
24             22             
30             25             
20             16             
48             19             
64             24             
52             36             
40             44             
41             36             
43             34             
41             38             
42             36             
43             25             
28             27             
51             36             
42             41             
40             36             
50             49             
24             41             
45             52             
48             29             
48             39             
38             29             
37             50             
33             27             
40             50             
46             32             
48             26             
49             31             
43             21             
43             37             
39             22             
45             21             
37             15             
40             17             
30             21             
37             17             
26             18             
21             18             
44             21             
35             17             
42             42             
45             11             
42             19             
21             14             
38             21             
44             15             
45             12             
34             12             
27             14             
30             22             
39             18             
41             20             
31             14             
18             20             
32             26             
29             27             
38             25             
29             30             
48             23             
43             14             
35             12             
28             21             
31             23             
32             31             
26             23             
29             25             
33             22             
28             24             
27             24             
30             28             
27             25             
37             26             
36             22             
29             6              
32             36             
30             30             
35             24             
27             22             
34             24             
19             24             
23             32             
15             23             
30             27             
29             24             
28             33             
38             25             
47             27             
-              20             
-              23             
-              20             
-              23             
-              9              
-              -              
