Group1         Group2         
75             65             
68             71             
65             60             
61             59             
60             61             
67             58             
63             58             
66             62             
68             63             
68             63             
35             64             
51             70             
58             59             
43             62             
58             67             
56             66             
69             63             
58             67             
61             62             
66             62             
37             58             
51             58             
55             64             
60             61             
62             82             
59             56             
58             81             
66             82             
52             79             
69             81             
69             61             
54             60             
59             63             
58             90             
61             88             
63             81             
57             63             
42             48             
36             87             
66             105            
45             76             
39             55             
36             84             
42             93             
39             64             
30             66             
33             70             
37             63             
82             36             
79             60             
71             60             
47             62             
59             57             
60             58             
60             55             
80             51             
86             58             
71             61             
64             35             
56             34             
64             35             
79             56             
77             66             
61             57             
69             62             
66             48             
55             47             
62             45             
80             63             
67             40             
56             62             
60             57             
65             60             
60             52             
41             67             
54             103            
60             105            
55             103            
58             106            
72             111            
74             107            
68             115            
66             118            
79             107            
82             110            
46             101            
48             117            
66             117            
62             118            
60             109            
60             95             
63             113            
65             117            
62             116            
58             100            
61             98             
71             110            
59             109            
65             102            
62             89             
64             94             
67             87             
60             77             
68             80             
64             70             
54             74             
86             102            
85             96             
91             101            
89             88             
89             97             
86             94             
91             93             
82             92             
82             98             
83             98             
80             73             
66             88             
80             93             
81             95             
63             65             
67             101            
88             97             
92             97             
63             99             
54             84             
54             103            
70             84             
73             96             
61             86             
59             82             
63             101            
-              77             
-              90             
-              78             
-              57             
-              115            
-              -              
