Group1         Group2         
25             13             
21             12             
26             18             
30             12             
26             12             
24             11             
23             11             
27             11             
21             12             
22             10             
16             10             
31             11             
25             12             
15             10             
19             8              
29             12             
13             22             
24             12             
14             12             
20             11             
14             11             
18             12             
28             14             
20             13             
17             15             
25             11             
18             13             
30             15             
21             15             
21             13             
28             13             
20             13             
20             12             
16             12             
29             15             
27             21             
17             12             
17             12             
20             14             
16             10             
15             14             
10             16             
22             12             
21             15             
9              10             
15             7              
12             9              
11             9              
22             7              
27             6              
21             12             
12             13             
19             14             
22             11             
20             9              
19             18             
18             12             
15             13             
16             14             
16             17             
16             14             
21             26             
17             13             
23             18             
24             12             
24             23             
16             9              
21             26             
15             9              
14             24             
19             18             
17             13             
14             16             
18             11             
13             19             
18             14             
18             14             
19             11             
14             11             
18             12             
13             9              
21             15             
16             12             
14             9              
19             9              
14             9              
9              9              
19             9              
9              9              
20             9              
19             7              
18             6              
18             6              
8              5              
16             12             
14             9              
20             12             
15             10             
8              8              
19             11             
13             9              
15             10             
11             10             
12             11             
13             6              
16             9              
15             9              
16             11             
15             13             
12             11             
15             12             
16             12             
15             8              
12             10             
13             10             
13             12             
15             10             
14             8              
16             3              
17             9              
12             10             
17             6              
12             8              
21             7              
13             9              
12             14             
4              8              
18             13             
20             8              
3              14             
16             10             
20             8              
-              6              
-              8              
-              7              
-              16             
-              3              
-              -              
