H1N1           H1N2           H2N1           H2N2           H2N3           H3N2           H3N8           H4N6           H5N1           H5N2           H5N6           H5N8           H6N1           H6N2           H6N6           H7N2           H7N7           H7N9           H8N4           H10N2          H10N7          H10N8          H11N9          H13N6          H14N5          H15N9          H16N3          H17N10         H18N11         
8              9              0              0              0              0              0              5              0              2              0              0              0              0              0              0              0              0              0              8              3              6              0              6              1              0              6              0              0              
0              -              0              0              -              8              0              4              0              -              -              -              1              0              0              0              0              9              -              9              2              5              -              6              -              -              3              -              0              
10             -              0              0              -              0              9              6              0              -              -              -              1              -              0              0              0              0              -              7              0              7              -              -              -              -              -              -              -              
2              -              -              3              -              12             11             3              0              -              -              -              1              -              -              0              0              0              -              10             2              5              -              -              -              -              -              -              -              
9              -              -              0              -              8              9              6              2              -              -              -              1              -              -              3              -              0              -              -              4              7              -              -              -              -              -              -              -              
8              -              -              0              -              10             0              -              1              -              -              -              3              -              -              -              -              0              -              -              7              4              -              -              -              -              -              -              -              
0              -              -              0              -              10             10             -              0              -              -              -              1              -              -              -              -              0              -              -              4              6              -              -              -              -              -              -              -              
12             -              -              0              -              9              13             -              0              -              -              -              1              -              -              -              -              0              -              -              1              5              -              -              -              -              -              -              -              
0              -              -              0              -              14             3              -              0              -              -              -              2              -              -              -              -              0              -              -              1              11             -              -              -              -              -              -              -              
0              -              -              1              -              9              0              -              1              -              -              -              0              -              -              -              -              0              -              -              3              6              -              -              -              -              -              -              -              
1              -              -              3              -              9              9              -              3              -              -              -              2              -              -              -              -              0              -              -              4              8              -              -              -              -              -              -              -              
6              -              -              0              -              7              0              -              0              -              -              -              2              -              -              -              -              0              -              -              5              0              -              -              -              -              -              -              -              
8              -              -              -              -              6              3              -              1              -              -              -              -              -              -              -              -              0              -              -              2              5              -              -              -              -              -              -              -              
16             -              -              -              -              7              0              -              0              -              -              -              -              -              -              -              -              0              -              -              3              5              -              -              -              -              -              -              -              
2              -              -              -              -              3              -              -              0              -              -              -              -              -              -              -              -              0              -              -              4              -              -              -              -              -              -              -              -              
11             -              -              -              -              5              -              -              5              -              -              -              -              -              -              -              -              -              -              -              1              -              -              -              -              -              -              -              -              
0              -              -              -              -              0              -              -              0              -              -              -              -              -              -              -              -              -              -              -              15             -              -              -              -              -              -              -              -              
