H1N1           H1N2           H2N1           H2N2           H2N3           H3N2           H3N8           H4N6           H5N1           H5N2           H5N6           H5N8           H6N1           H6N2           H6N6           H7N2           H7N7           H7N9           H8N4           H10N2          H10N7          H10N8          H11N9          H13N6          H14N5          H15N9          H16N3          H17N10         H18N11         
3              3              3              5              6              12             12             15             7              4              9              7              8              3              7              0              0              8              11             20             15             17             0              6              9              0              6              8              7              
10             -              1              9              -              12             13             13             12             -              -              -              6              3              7              0              2              0              -              17             16             17             -              5              -              -              6              -              7              
7              -              5              4              -              12             17             12             0              -              -              -              6              -              7              0              0              2              -              17             19             19             -              -              -              -              -              -              -              
7              -              -              7              -              12             17             9              11             -              -              -              6              -              -              0              0              9              -              15             18             16             -              -              -              -              -              -              -              
9              -              -              10             -              12             17             14             14             -              -              -              10             -              -              0              -              4              -              -              17             16             -              -              -              -              -              -              -              
5              -              -              10             -              12             12             -              0              -              -              -              9              -              -              -              -              1              -              -              19             16             -              -              -              -              -              -              -              
3              -              -              5              -              12             15             -              9              -              -              -              5              -              -              -              -              6              -              -              17             16             -              -              -              -              -              -              -              
7              -              -              3              -              12             13             -              7              -              -              -              7              -              -              -              -              5              -              -              18             20             -              -              -              -              -              -              -              
3              -              -              3              -              12             13             -              0              -              -              -              8              -              -              -              -              8              -              -              16             14             -              -              -              -              -              -              -              
3              -              -              4              -              12             10             -              0              -              -              -              10             -              -              -              -              3              -              -              22             12             -              -              -              -              -              -              -              
3              -              -              4              -              12             13             -              5              -              -              -              5              -              -              -              -              9              -              -              19             14             -              -              -              -              -              -              -              
4              -              -              4              -              12             15             -              7              -              -              -              6              -              -              -              -              4              -              -              15             17             -              -              -              -              -              -              -              
4              -              -              -              -              12             14             -              7              -              -              -              -              -              -              -              -              1              -              -              18             17             -              -              -              -              -              -              -              
9              -              -              -              -              12             12             -              8              -              -              -              -              -              -              -              -              4              -              -              19             14             -              -              -              -              -              -              -              
5              -              -              -              -              14             -              -              0              -              -              -              -              -              -              -              -              6              -              -              17             -              -              -              -              -              -              -              -              
7              -              -              -              -              12             -              -              6              -              -              -              -              -              -              -              -              -              -              -              6              -              -              -              -              -              -              -              -              
3              -              -              -              -              13             -              -              7              -              -              -              -              -              -              -              -              -              -              -              23             -              -              -              -              -              -              -              -              
3              -              -              -              -              12             -              -              2              -              -              -              -              -              -              -              -              -              -              -              17             -              -              -              -              -              -              -              -              
4              -              -              -              -              12             -              -              6              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
4              -              -              -              -              12             -              -              6              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
3              -              -              -              -              13             -              -              6              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
3              -              -              -              -              14             -              -              0              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
3              -              -              -              -              13             -              -              6              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
6              -              -              -              -              11             -              -              7              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
3              -              -              -              -              12             -              -              8              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
4              -              -              -              -              12             -              -              8              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
3              -              -              -              -              14             -              -              7              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
3              -              -              -              -              16             -              -              11             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
5              -              -              -              -              16             -              -              9              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
3              -              -              -              -              15             -              -              6              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
4              -              -              -              -              12             -              -              6              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
6              -              -              -              -              15             -              -              9              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
6              -              -              -              -              15             -              -              0              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
3              -              -              -              -              14             -              -              8              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
9              -              -              -              -              14             -              -              14             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
5              -              -              -              -              10             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
8              -              -              -              -              13             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
4              -              -              -              -              12             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
5              -              -              -              -              17             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
8              -              -              -              -              14             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
6              -              -              -              -              17             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
3              -              -              -              -              14             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
4              -              -              -              -              14             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
9              -              -              -              -              11             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
3              -              -              -              -              16             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
3              -              -              -              -              13             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
3              -              -              -              -              10             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
1              -              -              -              -              8              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
3              -              -              -              -              9              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
3              -              -              -              -              10             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
3              -              -              -              -              11             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              -              -              -              12             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              -              -              -              13             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              -              -              -              11             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              -              -              -              12             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              -              -              -              9              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
-              -              -              -              -              -              
