H1N1           H1N2           H2N1           H2N2           H2N3           H3N2           H3N8           H4N6           H5N1           H5N2           H5N6           H5N8           H6N1           H6N2           H6N6           H7N2           H7N7           H7N9           H8N4           H10N2          H10N7          H10N8          H11N9          H13N6          H14N5          H15N9          H16N3          H17N10         H18N11         
17             0              16             15             19             32             20             14             27             14             20             21             14             16             17             16             9              7              16             8              3              11             13             13             8              18             12             22             0              
6              -              12             17             -              23             22             13             18             -              -              -              14             13             19             9              16             16             -              10             3              13             -              15             -              -              13             -              0              
3              -              9              9              -              18             11             13             30             -              -              -              12             -              18             9              7              11             -              9              3              13             -              -              -              -              -              -              -              
10             -              -              21             -              24             13             19             21             -              -              -              13             -              -              9              10             6              -              12             3              11             -              -              -              -              -              -              -              
3              -              -              21             -              26             11             22             24             -              -              -              15             -              -              0              -              9              -              -              14             7              -              -              -              -              -              -              -              
9              -              -              18             -              22             23             -              33             -              -              -              12             -              -              -              -              18             -              -              6              10             -              -              -              -              -              -              -              
3              -              -              14             -              23             26             -              20             -              -              -              13             -              -              -              -              11             -              -              5              7              -              -              -              -              -              -              -              
3              -              -              2              -              21             21             -              14             -              -              -              13             -              -              -              -              25             -              -              0              6              -              -              -              -              -              -              -              
2              -              -              19             -              25             21             -              33             -              -              -              12             -              -              -              -              10             -              -              6              5              -              -              -              -              -              -              -              
2              -              -              20             -              21             17             -              21             -              -              -              12             -              -              -              -              13             -              -              5              8              -              -              -              -              -              -              -              
4              -              -              15             -              22             34             -              26             -              -              -              11             -              -              -              -              29             -              -              3              10             -              -              -              -              -              -              -              
12             -              -              15             -              17             21             -              24             -              -              -              12             -              -              -              -              19             -              -              8              6              -              -              -              -              -              -              -              
9              -              -              -              -              26             20             -              21             -              -              -              -              -              -              -              -              12             -              -              3              17             -              -              -              -              -              -              -              
6              -              -              -              -              25             15             -              28             -              -              -              -              -              -              -              -              18             -              -              6              8              -              -              -              -              -              -              -              
5              -              -              -              -              13             -              -              14             -              -              -              -              -              -              -              -              4              -              -              2              -              -              -              -              -              -              -              -              
3              -              -              -              -              20             -              -              20             -              -              -              -              -              -              -              -              -              -              -              4              -              -              -              -              -              -              -              -              
2              -              -              -              -              14             -              -              29             -              -              -              -              -              -              -              -              -              -              -              6              -              -              -              -              -              -              -              -              
13             -              -              -              -              19             -              -              17             -              -              -              -              -              -              -              -              -              -              -              15             -              -              -              -              -              -              -              -              
14             -              -              -              -              22             -              -              22             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
8              -              -              -              -              9              -              -              24             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
1              -              -              -              -              22             -              -              24             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
10             -              -              -              -              20             -              -              30             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
3              -              -              -              -              16             -              -              21             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
18             -              -              -              -              13             -              -              20             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
10             -              -              -              -              18             -              -              24             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
6              -              -              -              -              25             -              -              24             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
7              -              -              -              -              20             -              -              20             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
10             -              -              -              -              17             -              -              23             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
11             -              -              -              -              21             -              -              19             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
6              -              -              -              -              19             -              -              17             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
9              -              -              -              -              11             -              -              23             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
14             -              -              -              -              26             -              -              22             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
8              -              -              -              -              17             -              -              23             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
12             -              -              -              -              31             -              -              19             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
16             -              -              -              -              21             -              -              16             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
14             -              -              -              -              23             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
13             -              -              -              -              23             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
