Group1         Group2         
29             105            
14             69             
23             98             
31             74             
33             74             
24             72             
20             73             
25             69             
21             75             
18             70             
17             72             
26             71             
26             72             
18             70             
15             70             
32             73             
17             84             
29             79             
26             69             
31             68             
27             63             
22             60             
24             63             
30             57             
31             86             
24             65             
30             88             
29             79             
40             88             
32             91             
28             54             
24             75             
12             79             
30             79             
42             87             
28             60             
19             78             
24             71             
23             82             
20             89             
12             87             
26             70             
18             77             
28             88             
27             63             
42             89             
33             76             
35             66             
26             46             
27             70             
27             67             
30             68             
20             67             
18             78             
19             79             
33             64             
34             80             
31             81             
52             101            
34             87             
30             101            
36             70             
28             60             
32             68             
31             62             
27             50             
16             44             
36             59             
29             63             
51             52             
35             73             
44             58             
42             78             
39             76             
57             62             
31             44             
33             46             
41             47             
42             47             
24             36             
44             35             
25             43             
22             40             
46             33             
44             43             
25             55             
43             42             
28             48             
23             49             
23             42             
33             58             
25             37             
28             57             
16             56             
26             51             
28             42             
35             56             
43             44             
13             57             
41             45             
37             38             
28             39             
24             41             
44             34             
41             35             
30             36             
29             43             
30             36             
23             37             
26             36             
19             31             
19             32             
25             33             
25             32             
16             35             
22             34             
28             36             
18             41             
36             29             
34             38             
22             55             
29             37             
23             35             
23             37             
37             43             
45             40             
39             34             
28             39             
30             32             
26             38             
31             54             
33             38             
-              45             
-              47             
-              48             
-              51             
-              56             
-              -              
