Group1         Group2         
19             38             
10             38             
20             25             
12             33             
20             37             
26             32             
16             33             
22             30             
14             37             
12             29             
4              34             
12             28             
9              36             
14             37             
12             25             
18             32             
11             21             
31             30             
15             35             
9              17             
11             36             
24             35             
8              29             
25             29             
10             32             
23             37             
7              35             
27             31             
11             36             
24             32             
27             23             
14             40             
18             32             
12             46             
16             36             
14             41             
26             34             
15             26             
30             31             
29             40             
27             23             
12             26             
4              39             
14             29             
9              25             
18             35             
6              34             
8              26             
22             27             
24             32             
10             26             
20             27             
17             29             
13             22             
11             19             
15             27             
17             38             
9              37             
21             30             
21             29             
18             30             
14             40             
2              40             
22             37             
23             39             
18             31             
17             40             
23             37             
27             36             
18             27             
30             32             
21             28             
24             28             
33             32             
20             34             
14             19             
33             12             
21             10             
26             14             
24             0              
21             9              
28             17             
14             7              
20             10             
29             11             
17             16             
22             13             
24             9              
24             11             
30             21             
21             12             
20             29             
24             12             
24             20             
21             32             
23             19             
19             14             
17             18             
23             4              
22             8              
23             10             
19             9              
16             12             
14             18             
23             17             
21             18             
14             12             
14             24             
12             10             
13             12             
15             3              
12             9              
14             9              
13             15             
13             13             
12             6              
12             12             
14             10             
20             4              
18             33             
19             15             
21             29             
18             35             
16             33             
16             34             
15             32             
22             30             
32             32             
33             29             
49             32             
4              35             
5              32             
-              31             
-              29             
-              35             
-              14             
-              18             
-              -              
