CladeH1_1      CladeH3_2      CladeH7_2      CladeH9_1      CladeH11_1     CladeH17_1     
6              3              0              3              3              0              
6              8              5              -              0              0              
8              4              4              -              0              0              
3              12             3              -              5              -              
8              11             0              -              2              -              
4              8              11             -              -              -              
10             9              12             -              -              -              
7              8              7              -              -              -              
9              13             12             -              -              -              
12             9              3              -              -              -              
6              9              6              -              -              -              
3              5              13             -              -              -              
3              9              6              -              -              -              
11             5              4              -              -              -              
5              0              3              -              -              -              
8              5              0              -              -              -              
9              1              6              -              -              -              
11             7              0              -              -              -              
6              6              1              -              -              -              
9              8              0              -              -              -              
9              16             6              -              -              -              
5              10             15             -              -              -              
2              6              5              -              -              -              
0              5              15             -              -              -              
7              2              21             -              -              -              
14             10             20             -              -              -              
3              2              14             -              -              -              
9              2              14             -              -              -              
1              2              8              -              -              -              
15             1              8              -              -              -              
14             12             8              -              -              -              
3              8              8              -              -              -              
3              3              3              -              -              -              
6              9              13             -              -              -              
12             2              11             -              -              -              
3              2              9              -              -              -              
2              9              13             -              -              -              
12             3              13             -              -              -              
2              5              16             -              -              -              
5              18             13             -              -              -              
6              7              11             -              -              -              
12             3              12             -              -              -              
17             2              11             -              -              -              
3              3              7              -              -              -              
0              0              25             -              -              -              
0              3              18             -              -              -              
0              10             16             -              -              -              
1              4              11             -              -              -              
18             3              14             -              -              -              
21             3              13             -              -              -              
12             11             15             -              -              -              
9              8              14             -              -              -              
7              9              15             -              -              -              
5              3              11             -              -              -              
5              5              20             -              -              -              
7              3              12             -              -              -              
10             3              18             -              -              -              
20             3              8              -              -              -              
14             6              14             -              -              -              
6              7              21             -              -              -              
7              6              3              -              -              -              
9              5              -              -              -              -              
11             6              -              -              -              -              
7              8              -              -              -              -              
9              1              -              -              -              -              
6              0              -              -              -              -              
6              8              -              -              -              -              
13             2              -              -              -              -              
9              1              -              -              -              -              
1              0              -              -              -              -              
6              8              -              -              -              -              
2              15             -              -              -              -              
4              9              -              -              -              -              
6              7              -              -              -              -              
0              10             -              -              -              -              
11             6              -              -              -              -              
6              -              -              -              -              -              
12             -              -              -              -              -              
6              -              -              -              -              -              
9              -              -              -              -              -              
3              -              -              -              -              -              
6              -              -              -              -              -              
12             -              -              -              -              -              
3              -              -              -              -              -              
8              -              -              -              -              -              
8              -              -              -              -              -              
6              -              -              -              -              -              
11             -              -              -              -              -              
19             -              -              -              -              -              
8              -              -              -              -              -              
11             -              -              -              -              -              
11             -              -              -              -              -              
8              -              -              -              -              -              
16             -              -              -              -              -              
7              -              -              -              -              -              
7              -              -              -              -              -              
18             -              -              -              -              -              
18             -              -              -              -              -              
17             -              -              -              -              -              
14             -              -              -              -              -              
9              -              -              -              -              -              
18             -              -              -              -              -              
11             -              -              -              -              -              
17             -              -              -              -              -              
6              -              -              -              -              -              
6              -              -              -              -              -              
8              -              -              -              -              -              
8              -              -              -              -              -              
8              -              -              -              -              -              
7              -              -              -              -              -              
6              -              -              -              -              -              
9              -              -              -              -              -              
6              -              -              -              -              -              
6              -              -              -              -              -              
9              -              -              -              -              -              
8              -              -              -              -              -              
9              -              -              -              -              -              
5              -              -              -              -              -              
5              -              -              -              -              -              
3              -              -              -              -              -              
6              -              -              -              -              -              
6              -              -              -              -              -              
3              -              -              -              -              -              
-              
