Group1         Group2         
781            822            
714            882            
724            772            
752            792            
744            798            
784            787            
672            805            
701            774            
694            806            
658            788            
485            776            
722            747            
711            786            
544            794            
626            758            
720            792            
539            809            
784            783            
646            767            
621            717            
588            800            
674            822            
574            825            
619            763            
631            860            
579            762            
598            854            
611            864            
659            867            
584            858            
598            685            
669            800            
615            789            
555            839            
685            869            
743            716            
678            774            
538            795            
514            868            
659            884            
496            772            
513            758            
505            836            
686            912            
437            665            
438            703            
439            689            
466            690            
641            537            
649            725            
666            799            
655            881            
643            761            
646            774            
575            789            
687            641            
660            845            
724            834            
715            852            
691            771            
631            852            
687            883            
624            762            
788            773            
762            744            
719            698            
646            714            
654            728            
855            735            
764            653            
773            789            
727            746            
714            823            
764            825            
669            748            
693            685            
746            641            
689            692            
576            651            
719            534            
606            552            
712            629            
653            621            
500            569            
757            633            
712            735            
534            637            
739            630            
391            653            
665            596            
701            696            
726            517            
675            719            
420            651            
683            706            
826            589            
756            581            
643            596            
412            694            
733            673            
660            706            
723            689            
755            613            
663            711            
642            721            
670            713            
808            739            
815            749            
785            683            
801            685            
753            709            
737            664            
773            689            
801            653            
724            666            
725            701            
749            693            
659            706            
582            578            
607            740            
676            682            
677            679            
641            690            
584            723            
590            709            
655            749            
631            683            
739            742            
711            653            
584            709            
779            666            
804            654            
-              621            
-              670            
-              572            
-              714            
-              658            
-              -              
