Group1         Group2         
43             70             
33             78             
36             75             
46             83             
37             79             
37             79             
37             82             
37             79             
35             76             
36             75             
28             81             
44             69             
44             77             
31             71             
36             67             
36             78             
31             70             
33             76             
42             78             
28             69             
37             71             
41             71             
32             71             
41             81             
41             84             
32             79             
42             85             
35             84             
40             84             
31             84             
35             63             
45             77             
34             78             
40             81             
30             84             
44             83             
33             70             
22             74             
32             77             
31             90             
39             72             
18             77             
26             80             
45             83             
32             64             
21             55             
33             63             
36             66             
45             46             
48             58             
36             76             
32             73             
36             64             
35             79             
34             85             
42             66             
42             72             
25             71             
28             77             
43             72             
38             77             
45             70             
23             77             
35             76             
37             72             
33             55             
29             66             
40             51             
31             71             
26             46             
27             73             
31             77             
39             85             
30             74             
36             74             
26             35             
30             32             
29             30             
31             32             
30             18             
36             25             
33             32             
21             31             
39             29             
31             38             
30             63             
30             33             
28             42             
33             33             
28             36             
31             34             
31             26             
32             40             
25             32             
27             34             
26             33             
22             42             
25             28             
28             38             
27             40             
27             41             
30             43             
28             38             
25             49             
46             43             
24             43             
44             50             
44             50             
44             43             
44             47             
44             45             
42             42             
45             45             
42             50             
38             47             
40             46             
41             38             
35             46             
35             15             
43             58             
27             41             
29             43             
26             49             
27             44             
33             47             
19             54             
20             43             
50             51             
50             42             
50             49             
65             46             
70             41             
-              40             
-              38             
-              30             
-              62             
-              53             
-              -              
