CladeH1_1      CladeH3_2      CladeH7_2      CladeH9_1      CladeH11_1     CladeH17_1     
6              15             8              13             6              3              
1              13             4              -              4              0              
0              13             7              -              6              0              
2              14             2              -              3              -              
0              18             0              -              4              -              
5              12             3              -              -              -              
0              13             6              -              -              -              
0              13             4              -              -              -              
0              17             3              -              -              -              
0              12             5              -              -              -              
2              14             6              -              -              -              
4              11             7              -              -              -              
2              18             3              -              -              -              
4              15             5              -              -              -              
2              12             6              -              -              -              
0              14             4              -              -              -              
1              7              9              -              -              -              
5              11             4              -              -              -              
6              13             0              -              -              -              
2              9              9              -              -              -              
0              12             9              -              -              -              
4              13             4              -              -              -              
0              10             11             -              -              -              
6              9              3              -              -              -              
5              14             2              -              -              -              
2              16             4              -              -              -              
3              14             4              -              -              -              
4              12             5              -              -              -              
3              16             0              -              -              -              
3              13             0              -              -              -              
3              9              0              -              -              -              
5              18             0              -              -              -              
3              14             6              -              -              -              
5              22             0              -              -              -              
6              16             1              -              -              -              
2              8              0              -              -              -              
5              12             0              -              -              -              
3              11             2              -              -              -              
6              16             0              -              -              -              
6              22             4              -              -              -              
6              13             0              -              -              -              
3              14             0              -              -              -              
0              14             0              -              -              -              
2              12             0              -              -              -              
3              8              1              -              -              -              
6              8              7              -              -              -              
0              9              2              -              -              -              
3              6              2              -              -              -              
0              10             2              -              -              -              
0              8              2              -              -              -              
4              12             3              -              -              -              
0              9              1              -              -              -              
4              18             4              -              -              -              
1              6              3              -              -              -              
3              8              2              -              -              -              
8              9              3              -              -              -              
6              12             1              -              -              -              
4              14             2              -              -              -              
8              4              0              -              -              -              
9              5              3              -              -              -              
8              4              6              -              -              -              
7              12             -              -              -              -              
2              20             -              -              -              -              
8              12             -              -              -              -              
7              16             -              -              -              -              
6              8              -              -              -              -              
7              21             -              -              -              -              
7              14             -              -              -              -              
9              14             -              -              -              -              
7              10             -              -              -              -              
9              12             -              -              -              -              
9              11             -              -              -              -              
9              9              -              -              -              -              
9              9              -              -              -              -              
12             14             -              -              -              -              
8              6              -              -              -              -              
9              -              -              -              -              -              
6              -              -              -              -              -              
9              -              -              -              -              -              
10             -              -              -              -              -              
9              -              -              -              -              -              
7              -              -              -              -              -              
4              -              -              -              -              -              
8              -              -              -              -              -              
11             -              -              -              -              -              
5              -              -              -              -              -              
9              -              -              -              -              -              
8              -              -              -              -              -              
6              -              -              -              -              -              
9              -              -              -              -              -              
6              -              -              -              -              -              
6              -              -              -              -              -              
9              -              -              -              -              -              
7              -              -              -              -              -              
6              -              -              -              -              -              
6              -              -              -              -              -              
8              -              -              -              -              -              
8              -              -              -              -              -              
6              -              -              -              -              -              
9              -              -              -              -              -              
8              -              -              -              -              -              
5              -              -              -              -              -              
5              -              -              -              -              -              
3              -              -              -              -              -              
9              -              -              -              -              -              
5              -              -              -              -              -              
2              -              -              -              -              -              
3              -              -              -              -              -              
1              -              -              -              -              -              
2              -              -              -              -              -              
4              -              -              -              -              -              
0              -              -              -              -              -              
2              -              -              -              -              -              
1              -              -              -              -              -              
0              -              -              -              -              -              
3              -              -              -              -              -              
3              -              -              -              -              -              
0              -              -              -              -              -              
2              -              -              -              -              -              
2              -              -              -              -              -              
3              -              -              -              -              -              
5              -              -              -              -              -              
5              -              -              -              -              -              
-              
