H1N1           H1N2           H2N1           H2N2           H2N3           H3N2           H3N8           H4N6           H5N1           H5N2           H5N6           H5N8           H6N1           H6N2           H6N6           H7N2           H7N7           H7N9           H8N4           H10N2          H10N7          H10N8          H11N9          H13N6          H14N5          H15N9          H16N3          H17N10         H18N11         
781            655            643            687            654            822            845            789            855            663            642            670            808            582            676            685            552            633            584            673            711            679            590            655            714            658            739            584            779            
714            -              646            660            -              882            834            746            764            -              -              -              815            607            677            641            629            735            -              706            721            690            -              631            -              -              711            -              804            
724            -              575            724            -              772            852            823            773            -              -              -              785            -              641            692            621            637            -              689            713            723            -              -              -              -              -              -              -              
752            -              -              715            -              792            771            825            727            -              -              -              801            -              -              651            569            630            -              613            739            709            -              -              -              -              -              -              -              
744            -              -              691            -              798            852            748            714            -              -              -              753            -              -              534            -              653            -              -              749            749            -              -              -              -              -              -              -              
784            -              -              631            -              787            883            -              764            -              -              -              737            -              -              -              -              596            -              -              683            683            -              -              -              -              -              -              -              
672            -              -              687            -              805            762            -              669            -              -              -              773            -              -              -              -              696            -              -              685            742            -              -              -              -              -              -              -              
701            -              -              624            -              774            773            -              693            -              -              -              801            -              -              -              -              517            -              -              709            653            -              -              -              -              -              -              -              
694            -              -              788            -              806            744            -              746            -              -              -              724            -              -              -              -              719            -              -              664            709            -              -              -              -              -              -              -              
658            -              -              762            -              788            698            -              689            -              -              -              725            -              -              -              -              651            -              -              689            666            -              -              -              -              -              -              -              
485            -              -              719            -              776            714            -              576            -              -              -              749            -              -              -              -              706            -              -              653            654            -              -              -              -              -              -              -              
722            -              -              646            -              747            728            -              719            -              -              -              659            -              -              -              -              589            -              -              666            621            -              -              -              -              -              -              -              
711            -              -              -              -              786            735            -              606            -              -              -              -              -              -              -              -              581            -              -              701            670            -              -              -              -              -              -              -              
544            -              -              -              -              794            653            -              712            -              -              -              -              -              -              -              -              596            -              -              693            572            -              -              -              -              -              -              -              
626            -              -              -              -              758            -              -              653            -              -              -              -              -              -              -              -              694            -              -              706            -              -              -              -              -              -              -              -              
720            -              -              -              -              792            -              -              500            -              -              -              -              -              -              -              -              -              -              -              578            -              -              -              -              -              -              -              -              
539            -              -              -              -              809            -              -              757            -              -              -              -              -              -              -              -              -              -              -              740            -              -              -              -              -              -              -              -              
784            -              -              -              -              783            -              -              712            -              -              -              -              -              -              -              -              -              -              -              682            -              -              -              -              -              -              -              -              
646            -              -              -              -              767            -              -              534            -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
