Avian          Bat            Canine         Equine         Human          Seal           Swine          
21             20             6              13             21             14             21             
12             16             15             30             6              12             33             
15             18             20             23             21             10             18             
12             -              12             16             19             10             30             
12             -              -              10             30             9              27             
7              -              -              20             24             9              22             
6              -              -              -              11             11             24             
4              -              -              -              25             14             15             
19             -              -              -              7              10             20             
20             -              -              -              7              7              -              
19             -              -              -              4              7              -              
6              -              -              -              19             7              -              
35             -              -              -              22             11             -              
34             -              -              -              24             10             -              
35             -              -              -              9              6              -              
23             -              -              -              31             9              -              
17             -              -              -              11             14             -              
18             -              -              -              26             1              -              
14             -              -              -              15             -              -              
8              -              -              -              24             -              -              
12             -              -              -              9              -              -              
14             -              -              -              12             -              -              
9              -              -              -              22             -              -              
15             -              -              -              30             -              -              
1              -              -              -              16             -              -              
14             -              -              -              28             -              -              
16             -              -              -              12             -              -              
13             -              -              -              33             -              -              
26             -              -              -              35             -              -              
0              -              -              -              34             -              -              
25             -              -              -              27             -              -              
20             -              -              -              20             -              -              
12             -              -              -              9              -              -              
14             -              -              -              13             -              -              
24             -              -              -              33             -              -              
12             -              -              -              19             -              -              
6              -              -              -              17             -              -              
19             -              -              -              33             -              -              
15             -              -              -              32             -              -              
11             -              -              -              22             -              -              
13             -              -              -              18             -              -              
11             -              -              -              39             -              -              
8              -              -              -              27             -              -              
21             -              -              -              23             -              -              
16             -              -              -              24             -              -              
13             -              -              -              17             -              -              
14             -              -              -              25             -              -              
40             -              -              -              23             -              -              
22             -              -              -              22             -              -              
4              -              -              -              27             -              -              
10             -              -              -              10             -              -              
10             -              -              -              39             -              -              
13             -              -              -              23             -              -              
14             -              -              -              32             -              -              
17             -              -              -              29             -              -              
14             -              -              -              22             -              -              
-              -              -              -              25             -              -              
-              -              -              -              23             -              -              
-              -              -              -              24             -              -              
-              -              -              -              29             -              -              
-              -              -              -              23             -              -              
-              -              -              -              24             -              -              
-              -              -              -              19             -              -              
-              -              -              -              21             -              -              
-              -              -              -              22             -              -              
-              -              -              -              27             -              -              
-              -              -              -              20             -              -              
-              -              -              -              13             -              -              
-              -              -              -              24             -              -              
-              -              -              -              22             -              -              
-              -              -              -              23             -              -              
-              -              -              -              29             -              -              
-              -              -              -              22             -              -              
-              -              -              -              13             -              -              
-              -              -              -              17             -              -              
-              -              -              -              24             -              -              
-              -              -              -              19             -              -              
-              -              -              -              24             -              -              
-              -              -              -              21             -              -              
-              -              -              -              30             -              -              
-              -              -              -              24             -              -              
-              -              -              -              24             -              -              
-              -              -              -              21             -              -              
-              -              -              -              18             -              -              
-              -              -              -              27             -              -              
-              -              -              -              24             -              -              
-              -              -              -              18             -              -              
-              -              -              -              26             -              -              
-              -              -              -              12             -              -              
-              -              -              -              21             -              -              
-              -              -              -              33             -              -              
-              -              -              -              28             -              -              
-              -              -              -              17             -              -              
-              -              -              -              20             -              -              
-              -              -              -              22             -              -              
-              -              -              -              27             -              -              
-              -              -              -              46             -              -              
-              -              -              -              27             -              -              
-              -              -              -              16             -              -              
-              -              -              -              10             -              -              
-              -              -              -              28             -              -              
-              -              -              -              23             -              -              
-              -              -              -              19             -              -              
-              -              -              -              9              -              -              
-              -              -              -              16             -              -              
-              -              -              -              33             -              -              
-              -              -              -              11             -              -              
-              -              -              -              27             -              -              
-              -              -              -              33             -              -              
-              -              -              -              19             -              -              
-              -              -              -              39             -              -              
-              -              -              -              22             -              -              
-              -              -              -              9              -              -              
-              -              -              -              15             -              -              
-              -              -              -              33             -              -              
-              -              -              -              18             -              -              
-              -              -              -              26             -              -              
-              -              -              -              15             -              -              
-              -              -              -              10             -              -              
-              -              -              -              28             -              -              
-              -              -              -              24             -              -              
-              -              -              -              10             -              -              
-              -              -              -              25             -              -              
-              -              -              -              32             -              -              
-              -              -              -              9              -              -              
-              -              -              -              10             -              -              
-              -              -              -              10             -              -              
-              -              -              -              8              -              -              
-              -              -              -              5              -              -              
-              -              -              -              10             -              -              
-              -              -              -              10             -              -              
-              -              -              -              10             -              -              
-              -              -              -              6              -              -              
-              -              -              -              7              -              -              
-              -              -              -              16             -              -              
-              -              -              -              17             -              -              
-              -              -              -              16             -              -              
-              -              -              -              12             -              -              
-              -              -              -              17             -              -              
-              -              -              -              3              -              -              
-              -              -              -              13             -              -              
-              -              -              -              6              -              -              
-              -              -              -              12             -              -              
-              -              -              -              12             -              -              
-              -              -              -              19             -              -              
-              -              -              -              24             -              -              
-              -              -              -              10             -              -              
-              -              -              -              24             -              -              
-              -              -              -              14             -              -              
-              -              -              -              21             -              -              
-              -              -              -              22             -              -              
-              -              -              -              21             -              -              
-              -              -              -              21             -              -              
-              -              -              -              20             -              -              
-              -              -              -              15             -              -              
-              -              -              -              18             -              -              
-              -              -              -              10             -              -              
-              -              -              -              9              -              -              
-              -              -              -              27             -              -              
-              -              -              -              26             -              -              
-              -              -              -              26             -              -              
-              -              -              -              25             -              -              
-              -              -              -              32             -              -              
-              -              -              -              29             -              -              
-              -              -              -              21             -              -              
-              -              -              -              30             -              -              
-              -              -              -              28             -              -              
-              -              -              -              36             -              -              
-              -              -              -              41             -              -              
-              -              -              -              32             -              -              
-              -              -              -              30             -              -              
-              -              -              -              27             -              -              
-              -              -              -              38             -              -              
-              -              -              -              -              
