H1N1           H1N2           H2N1           H2N2           H2N3           H3N2           H3N8           H4N6           H5N1           H5N2           H5N6           H5N8           H6N1           H6N2           H6N6           H7N2           H7N7           H7N9           H8N4           H10N2          H10N7          H10N8          H11N9          H13N6          H14N5          H15N9          H16N3          H17N10         H18N11         
127            106            126            127            110            143            168            153            140            106            120            110            126            84             106            118            78             80             95             102            124            116            73             80             99             83             71             96             115            
126            -              131            131            -              190            174            147            133            -              -              -              129            88             113            107            97             108            -              121            124            114            -              80             -              -              68             -              116            
124            -              120            108            -              159            162            160            132            -              -              -              125            -              99             119            92             90             -              97             126            119            -              -              -              -              -              -              -              
104            -              -              138            -              169            135            174            114            -              -              -              127            -              -              117            89             75             -              95             118            117            -              -              -              -              -              -              -              
126            -              -              125            -              169            162            146            121            -              -              -              105            -              -              24             -              77             -              -              128            123            -              -              -              -              -              -              -              
138            -              -              100            -              165            199            -              122            -              -              -              112            -              -              -              -              86             -              -              102            103            -              -              -              -              -              -              -              
111            -              -              157            -              160            160            -              111            -              -              -              108            -              -              -              -              96             -              -              102            126            -              -              -              -              -              -              -              
122            -              -              97             -              167            158            -              123            -              -              -              123            -              -              -              -              61             -              -              115            107            -              -              -              -              -              -              -              
122            -              -              140            -              178            153            -              125            -              -              -              110            -              -              -              -              115            -              -              107            111            -              -              -              -              -              -              -              
108            -              -              140            -              170            138            -              127            -              -              -              108            -              -              -              -              94             -              -              111            113            -              -              -              -              -              -              -              
104            -              -              122            -              167            154            -              127            -              -              -              107            -              -              -              -              109            -              -              100            105            -              -              -              -              -              -              -              
114            -              -              125            -              153            176            -              88             -              -              -              124            -              -              -              -              75             -              -              106            141            -              -              -              -              -              -              -              
98             -              -              -              -              166            150            -              120            -              -              -              -              -              -              -              -              75             -              -              97             109            -              -              -              -              -              -              -              
120            -              -              -              -              173            146            -              89             -              -              -              -              -              -              -              -              82             -              -              116            99             -              -              -              -              -              -              -              
118            -              -              -              -              135            -              -              99             -              -              -              -              -              -              -              -              111            -              -              111            -              -              -              -              -              -              -              -              
123            -              -              -              -              168            -              -              93             -              -              -              -              -              -              -              -              -              -              -              31             -              -              -              -              -              -              -              -              
115            -              -              -              -              169            -              -              101            -              -              -              -              -              -              -              -              -              -              -              102            -              -              -              -              -              -              -              -              
