Group1         Group2         
602            554            
545            624            
546            534            
549            568            
572            583            
601            543            
535            574            
544            575            
535            573            
537            562            
603            573            
566            554            
531            584            
415            582            
549            536            
548            552            
552            516            
562            589            
556            569            
547            548            
521            574            
537            570            
455            573            
477            573            
537            590            
510            585            
532            595            
485            575            
528            600            
505            589            
542            557            
522            548            
577            524            
548            615            
511            592            
596            514            
598            575            
474            573            
486            574            
542            620            
396            521            
492            554            
466            595            
543            615            
378            551            
387            522            
411            568            
437            544            
545            545            
560            577            
578            576            
481            630            
511            545            
510            525            
492            503            
499            573            
516            568            
567            581            
521            549            
540            528            
506            551            
505            591            
498            559            
573            575            
575            546            
546            518            
503            518            
556            535            
582            550            
488            525            
589            561            
489            553            
502            539            
578            579            
476            575            
582            428            
583            441            
532            445            
504            434            
500            411            
439            456            
514            484            
492            451            
447            449            
533            475            
533            498            
408            483            
581            483            
564            471            
568            453            
573            445            
585            455            
561            478            
546            486            
575            494            
584            486            
546            448            
520            487            
542            481            
574            526            
492            558            
582            555            
597            487            
511            545            
557            531            
521            534            
542            539            
530            540            
538            493            
534            527            
525            474            
537            450            
530            501            
519            490            
507            507            
489            509            
542            477            
568            468            
577            479            
586            543            
526            535            
528            529            
512            535            
555            549            
473            548            
565            541            
537            531            
551            556            
559            502            
525            520            
560            486            
578            495            
-              471            
-              512            
-              459            
-              538            
-              474            
-              -              
