H1N1           H1N2           H2N1           H2N2           H2N3           H3N2           H3N8           H4N6           H5N1           H5N2           H5N6           H5N8           H6N1           H6N2           H6N6           H7N2           H7N7           H7N9           H8N4           H10N2          H10N7          H10N8          H11N9          H13N6          H14N5          H15N9          H16N3          H17N10         H18N11         
19             17             5              3              11             28             11             15             17             15             2              3              18             22             14             18             9              15             51             27             23             29             21             21             25             31             35             13             3              
15             -              8              6              -              16             14             17             6              -              -              -              14             19             10             16             12             8              -              25             22             34             -              25             -              -              37             -              3              
16             -              9              15             -              31             18             9              15             -              -              -              19             -              6              17             14             11             -              27             21             31             -              -              -              -              -              -              -              
21             -              -              8              -              12             20             14             3              -              -              -              19             -              -              18             9              15             -              19             20             31             -              -              -              -              -              -              -              
15             -              -              4              -              12             18             14             6              -              -              -              18             -              -              42             -              23             -              -              24             32             -              -              -              -              -              -              -              
14             -              -              4              -              13             22             -              15             -              -              -              18             -              -              -              -              18             -              -              23             32             -              -              -              -              -              -              -              
22             -              -              5              -              12             24             -              7              -              -              -              17             -              -              -              -              16             -              -              22             33             -              -              -              -              -              -              -              
16             -              -              7              -              14             24             -              14             -              -              -              19             -              -              -              -              11             -              -              30             33             -              -              -              -              -              -              -              
20             -              -              11             -              12             21             -              15             -              -              -              18             -              -              -              -              19             -              -              20             34             -              -              -              -              -              -              -              
22             -              -              11             -              13             23             -              18             -              -              -              16             -              -              -              -              13             -              -              24             40             -              -              -              -              -              -              -              
14             -              -              11             -              13             18             -              6              -              -              -              16             -              -              -              -              12             -              -              26             32             -              -              -              -              -              -              -              
22             -              -              8              -              20             21             -              16             -              -              -              11             -              -              -              -              21             -              -              17             38             -              -              -              -              -              -              -              
24             -              -              -              -              12             25             -              9              -              -              -              -              -              -              -              -              16             -              -              18             28             -              -              -              -              -              -              -              
15             -              -              -              -              12             25             -              17             -              -              -              -              -              -              -              -              20             -              -              23             38             -              -              -              -              -              -              -              
16             -              -              -              -              25             -              -              15             -              -              -              -              -              -              -              -              15             -              -              24             -              -              -              -              -              -              -              -              
17             -              -              -              -              14             -              -              9              -              -              -              -              -              -              -              -              -              -              -              22             -              -              -              -              -              -              -              -              
17             -              -              -              -              34             -              -              16             -              -              -              -              -              -              -              -              -              -              -              38             -              -              -              -              -              -              -              -              
16             -              -              -              -              13             -              -              14             -              -              -              -              -              -              -              -              -              -              -              16             -              -              -              -              -              -              -              -              
17             -              -              -              -              13             -              -              10             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
19             -              -              -              -              17             -              -              21             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
