H1N1           H1N2           H2N1           H2N2           H2N3           H3N2           H3N8           H4N6           H5N1           H5N2           H5N6           H5N8           H6N1           H6N2           H6N6           H7N2           H7N7           H7N9           H8N4           H10N2          H10N7          H10N8          H11N9          H13N6          H14N5          H15N9          H16N3          H17N10         H18N11         
21             30             7              23             27             39             14             23             16             24             32             12             9              19             11             17             13             19             8              21             10             26             4              10             13             14             17             20             16             
6              -              6              24             -              23             12             17             33             -              -              -              10             15             13             16             6              24             -              16             10             26             -              10             -              -              14             -              18             
21             -              4              17             -              32             35             18             11             -              -              -              10             -              11             12             12             10             -              13             9              25             -              -              -              -              -              -              -              
19             -              -              25             -              29             34             15             27             -              -              -              8              -              -              17             12             24             -              14             9              32             -              -              -              -              -              -              -              
30             -              -              23             -              22             35             20             33             -              -              -              5              -              -              3              -              14             -              -              11             29             -              -              -              -              -              -              -              
24             -              -              22             -              25             13             -              19             -              -              -              10             -              -              -              -              21             -              -              14             21             -              -              -              -              -              -              -              
11             -              -              27             -              23             30             -              39             -              -              -              10             -              -              -              -              22             -              -              10             30             -              -              -              -              -              -              -              
25             -              -              10             -              24             23             -              22             -              -              -              10             -              -              -              -              21             -              -              7              28             -              -              -              -              -              -              -              
7              -              -              19             -              29             16             -              9              -              -              -              6              -              -              -              -              21             -              -              7              36             -              -              -              -              -              -              -              
7              -              -              20             -              23             10             -              15             -              -              -              7              -              -              -              -              20             -              -              7              41             -              -              -              -              -              -              -              
4              -              -              19             -              24             20             -              33             -              -              -              16             -              -              -              -              15             -              -              11             32             -              -              -              -              -              -              -              
19             -              -              6              -              19             15             -              18             -              -              -              6              -              -              -              -              18             -              -              10             30             -              -              -              -              -              -              -              
22             -              -              -              -              21             20             -              26             -              -              -              -              -              -              -              -              10             -              -              6              27             -              -              -              -              -              -              -              
24             -              -              -              -              22             12             -              15             -              -              -              -              -              -              -              -              9              -              -              9              38             -              -              -              -              -              -              -              
9              -              -              -              -              27             -              -              10             -              -              -              -              -              -              -              -              27             -              -              14             -              -              -              -              -              -              -              -              
31             -              -              -              -              20             -              -              28             -              -              -              -              -              -              -              -              -              -              -              1              -              -              -              -              -              -              -              -              
11             -              -              -              -              13             -              -              24             -              -              -              -              -              -              -              -              -              -              -              40             -              -              -              -              -              -              -              -              
26             -              -              -              -              24             -              -              10             -              -              -              -              -              -              -              -              -              -              -              22             -              -              -              -              -              -              -              -              
15             -              -              -              -              22             -              -              25             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
24             -              -              -              -              23             -              -              14             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
9              -              -              -              -              29             -              -              8              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
12             -              -              -              -              22             -              -              12             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
22             -              -              -              -              13             -              -              14             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
30             -              -              -              -              17             -              -              9              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
16             -              -              -              -              24             -              -              15             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
28             -              -              -              -              19             -              -              1              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
12             -              -              -              -              24             -              -              14             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
33             -              -              -              -              21             -              -              16             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
35             -              -              -              -              30             -              -              13             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
34             -              -              -              -              24             -              -              26             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
27             -              -              -              -              24             -              -              0              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
20             -              -              -              -              21             -              -              25             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
9              -              -              -              -              18             -              -              20             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
13             -              -              -              -              27             -              -              12             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
33             -              -              -              -              24             -              -              14             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
19             -              -              -              -              18             -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              -              
