H1N1           H1N2           H2N1           H2N2           H2N3           H3N2           H3N8           H4N6           H5N1           H5N2           H5N6           H5N8           H6N1           H6N2           H6N6           H7N2           H7N7           H7N9           H8N4           H10N2          H10N7          H10N8          H11N9          H13N6          H14N5          H15N9          H16N3          H17N10         H18N11         
45             46             33             37             47             127            110            94             56             60             39             38             63             52             49             77             54             72             52             58             55             60             72             64             74             79             66             24             40             
29             -              29             35             -              113            112            92             49             -              -              -              63             49             57             72             71             81             -              57             57             47             -              61             -              -              66             -              50             
36             -              34             67             -              109            120            112            60             -              -              -              56             -              45             78             55             75             -              54             56             59             -              -              -              -              -              -              -              
38             -              -              66             -              111            110            102            49             -              -              -              62             -              -              78             48             76             -              65             61             60             -              -              -              -              -              -              -              
36             -              -              39             -              113            120            91             46             -              -              -              54             -              -              78             -              72             -              -              48             55             -              -              -              -              -              -              -              
31             -              -              37             -              105            100            -              55             -              -              -              45             -              -              -              -              51             -              -              54             64             -              -              -              -              -              -              -              
62             -              -              33             -              109            95             -              33             -              -              -              61             -              -              -              -              86             -              -              61             54             -              -              -              -              -              -              -              
32             -              -              52             -              100            107            -              36             -              -              -              54             -              -              -              -              59             -              -              51             47             -              -              -              -              -              -              -              
60             -              -              33             -              110            94             -              56             -              -              -              51             -              -              -              -              75             -              -              54             57             -              -              -              -              -              -              -              
58             -              -              39             -              104            73             -              61             -              -              -              53             -              -              -              -              76             -              -              56             70             -              -              -              -              -              -              -              
66             -              -              28             -              105            85             -              48             -              -              -              48             -              -              -              -              66             -              -              53             62             -              -              -              -              -              -              -              
35             -              -              36             -              104            85             -              36             -              -              -              43             -              -              -              -              48             -              -              62             63             -              -              -              -              -              -              -              
32             -              -              -              -              103            93             -              43             -              -              -              -              -              -              -              -              94             -              -              57             61             -              -              -              -              -              -              -              
47             -              -              -              -              100            76             -              35             -              -              -              -              -              -              -              -              59             -              -              62             68             -              -              -              -              -              -              -              
29             -              -              -              -              80             -              -              58             -              -              -              -              -              -              -              -              82             -              -              63             -              -              -              -              -              -              -              -              
35             -              -              -              -              99             -              -              59             -              -              -              -              -              -              -              -              -              -              -              49             -              -              -              -              -              -              -              -              
