CladeH1_1      CladeH3_2      CladeH7_2      CladeH9_1      CladeH11_1     CladeH17_1     
933            827            734            807            716            761            
848            950            731            -              864            856            
869            807            748            -              815            879            
876            862            721            -              903            -              
904            871            684            -              922            -              
930            834            724            -              -              -              
832            875            763            -              -              -              
866            862            727            -              -              -              
843            862            730            -              -              -              
833            857            769            -              -              -              
792            866            821            -              -              -              
883            829            752            -              -              -              
846            884            744            -              -              -              
654            876            766            -              -              -              
818            801            718            -              -              -              
883            833            751            -              -              -              
775            830            702            -              -              -              
888            876            770            -              -              -              
825            854            775            -              -              -              
819            803            796            -              -              -              
816            867            747            -              -              -              
837            867            703            -              -              -              
666            869            761            -              -              -              
760            873            761            -              -              -              
808            913            826            -              -              -              
737            869            853            -              -              -              
791            917            869            -              -              -              
744            904            764            -              -              -              
815            940            830            -              -              -              
748            916            829            -              -              -              
813            816            831            -              -              -              
786            840            840            -              -              -              
852            817            855            -              -              -              
812            940            782            -              -              -              
816            925            823            -              -              -              
962            775            772            -              -              -              
895            855            728            -              -              -              
706            859            794            -              -              -              
727            900            756            -              -              -              
832            944            779            -              -              -              
600            836            819            -              -              -              
728            857            764            -              -              -              
706            918            739            -              -              -              
813            937            759            -              -              -              
536            797            879            -              -              -              
565            795            843            -              -              -              
619            812            829            -              -              -              
634            813            840            -              -              -              
836            793            861            -              -              -              
880            869            851            -              -              -              
852            883            862            -              -              -              
754            963            841            -              -              -              
736            850            878            -              -              -              
745            811            789            -              -              -              
719            807            830            -              -              -              
744            850            773            -              -              -              
746            880            783            -              -              -              
862            888            721            -              -              -              
796            869            794            -              -              -              
803            828            714            -              -              -              
757            871            740            -              -              -              
738            915            -              -              -              -              
754            845            -              -              -              -              
884            867            -              -              -              -              
869            824            -              -              -              -              
828            813            -              -              -              -              
757            762            -              -              -              -              
809            816            -              -              -              -              
898            822            -              -              -              -              
789            813            -              -              -              -              
861            857            -              -              -              -              
784            833            -              -              -              -              
774            857            -              -              -              -              
851            868            -              -              -              -              
685            838            -              -              -              -              
836            817            -              -              -              -              
842            -              -              -              -              -              
771            -              -              -              -              -              
771            -              -              -              -              -              
806            -              -              -              -              -              
677            -              -              -              -              -              
802            -              -              -              -              -              
759            -              -              -              -              -              
659            -              -              -              -              -              
841            -              -              -              -              -              
795            -              -              -              -              -              
603            -              -              -              -              -              
850            -              -              -              -              -              
712            -              -              -              -              -              
812            -              -              -              -              -              
836            -              -              -              -              -              
867            -              -              -              -              -              
824            -              -              -              -              -              
717            -              -              -              -              -              
835            -              -              -              -              -              
893            -              -              -              -              -              
846            -              -              -              -              -              
786            -              -              -              -              -              
687            -              -              -              -              -              
865            -              -              -              -              -              
722            -              -              -              -              -              
854            -              -              -              -              -              
857            -              -              -              -              -              
756            -              -              -              -              -              
799            -              -              -              -              -              
807            -              -              -              -              -              
863            -              -              -              -              -              
858            -              -              -              -              -              
852            -              -              -              -              -              
846            -              -              -              -              -              
826            -              -              -              -              -              
856            -              -              -              -              -              
844            -              -              -              -              -              
834            -              -              -              -              -              
815            -              -              -              -              -              
777            -              -              -              -              -              
849            -              -              -              -              -              
844            -              -              -              -              -              
830            -              -              -              -              -              
843            -              -              -              -              -              
803            -              -              -              -              -              
812            -              -              -              -              -              
783            -              -              -              -              -              
-              
