Group1         Group2         
6              3              
6              8              
8              4              
3              12             
8              11             
4              8              
10             9              
7              8              
9              13             
12             9              
6              9              
3              5              
3              9              
11             5              
5              0              
8              5              
9              1              
11             7              
6              6              
9              8              
9              16             
5              10             
2              6              
0              5              
7              2              
14             10             
3              2              
9              2              
1              2              
15             1              
14             12             
3              8              
3              3              
6              9              
12             2              
3              2              
2              9              
12             3              
2              5              
5              18             
6              7              
12             3              
17             2              
3              3              
0              0              
0              3              
0              10             
1              4              
18             3              
21             3              
12             11             
9              8              
7              9              
5              3              
5              5              
7              3              
10             3              
20             3              
14             6              
6              7              
7              6              
9              5              
11             6              
7              8              
9              1              
6              0              
6              8              
13             2              
9              1              
1              0              
6              8              
2              15             
4              9              
6              7              
0              10             
11             0              
6              5              
12             4              
6              3              
9              0              
3              11             
6              12             
12             7              
3              12             
8              3              
8              6              
6              13             
11             6              
19             4              
8              3              
11             0              
11             6              
8              0              
16             1              
7              0              
7              6              
18             15             
18             5              
17             15             
14             21             
9              20             
18             14             
11             14             
17             8              
6              8              
6              8              
8              8              
8              3              
8              13             
7              11             
6              9              
9              13             
6              13             
6              16             
9              13             
8              11             
9              12             
5              11             
5              7              
3              25             
6              18             
6              16             
3              11             
3              14             
3              13             
0              15             
0              14             
5              15             
2              11             
0              20             
0              12             
0              18             
-              8              
-              14             
-              21             
-              6              
-              3              
-              -              
