H1N1           H1N2           H2N1           H2N2           H2N3           H3N2           H3N8           H4N6           H5N1           H5N2           H5N6           H5N8           H6N1           H6N2           H6N6           H7N2           H7N7           H7N9           H8N4           H10N2          H10N7          H10N8          H11N9          H13N6          H14N5          H15N9          H16N3          H17N10         H18N11         
1959           1569           1612           1646           1662           1865           1752           1724           1899           1613           1756           1674           1935           1905           1821           1667           1589           1670           1890           1457           1622           1573           1902           1823           1596           1629           1845           1807           1775           
1875           -              1625           1683           -              1955           1733           1680           1760           -              -              -              1926           1949           1848           1596           1474           1751           -              1544           1572           1542           -              1751           -              -              1847           -              1908           
1869           -              1566           1608           -              1639           1705           1663           1775           -              -              -              1972           -              1725           1683           1646           1739           -              1403           1568           1606           -              -              -              -              -              -              -              
1918           -              -              1622           -              1793           1739           1693           1792           -              -              -              1926           -              -              1592           1657           1680           -              1335           1642           1650           -              -              -              -              -              -              -              
1880           -              -              1728           -              1804           1707           1745           1780           -              -              -              1809           -              -              1569           -              1634           -              -              1655           1537           -              -              -              -              -              -              -              
1979           -              -              1558           -              1733           1763           -              1693           -              -              -              1855           -              -              -              -              1536           -              -              1466           1560           -              -              -              -              -              -              -              
1929           -              -              1728           -              1776           1627           -              1657           -              -              -              1883           -              -              -              -              1540           -              -              1539           1587           -              -              -              -              -              -              -              
1852           -              -              1599           -              1774           1697           -              1734           -              -              -              1933           -              -              -              -              1619           -              -              1456           1523           -              -              -              -              -              -              -              
1907           -              -              1666           -              1784           1614           -              1660           -              -              -              1780           -              -              -              -              1760           -              -              1394           1497           -              -              -              -              -              -              -              
1881           -              -              1690           -              1808           1503           -              1788           -              -              -              1829           -              -              -              -              1543           -              -              1540           1416           -              -              -              -              -              -              -              
1934           -              -              1548           -              1780           1554           -              1727           -              -              -              1857           -              -              -              -              1651           -              -              1433           1483           -              -              -              -              -              -              -              
1931           -              -              1706           -              1729           1633           -              1673           -              -              -              1864           -              -              -              -              1641           -              -              1518           1475           -              -              -              -              -              -              -              
1842           -              -              -              -              1747           1634           -              1570           -              -              -              -              -              -              -              -              1570           -              -              1458           1497           -              -              -              -              -              -              -              
1542           -              -              -              -              1791           1561           -              1711           -              -              -              -              -              -              -              -              1596           -              -              1369           1408           -              -              -              -              -              -              -              
1839           -              -              -              -              1726           -              -              1627           -              -              -              -              -              -              -              -              1667           -              -              1377           -              -              -              -              -              -              -              -              
1822           -              -              -              -              1753           -              -              1630           -              -              -              -              -              -              -              -              -              -              -              1464           -              -              -              -              -              -              -              -              
1986           -              -              -              -              1796           -              -              1674           -              -              -              -              -              -              -              -              -              -              -              1557           -              -              -              -              -              -              -              -              
