Group1         Group2         
47             122            
12             88             
35             102            
44             89             
42             80             
39             84             
48             85             
37             77             
47             86             
42             81             
50             80             
42             80             
42             76             
39             78             
22             80             
45             72             
23             88             
45             78             
33             76             
38             81             
27             82             
36             75             
38             72             
41             64             
34             93             
41             76             
38             95             
50             88             
58             86             
41             95             
41             63             
36             101            
34             97             
32             95             
42             100            
42             66             
35             84             
42             93             
44             84             
41             95             
33             96             
48             80             
36             88             
36             101            
24             99             
36             89             
30             89             
41             56             
42             65             
58             85             
56             85             
52             88             
15             82             
15             104            
18             95             
32             69             
36             79             
34             86             
39             110            
34             99             
32             110            
34             71             
28             81             
23             92             
28             73             
32             64             
20             66             
40             64             
49             76             
49             58             
44             68             
41             58             
45             81             
49             79             
42             63             
38             76             
44             66             
38             69             
57             75             
38             57             
40             35             
36             53             
39             42             
47             31             
56             62             
24             73             
45             45             
43             67             
43             61             
47             42             
44             67             
44             42             
43             69             
29             63             
26             51             
40             30             
30             63             
40             40             
24             62             
46             46             
37             42             
43             42             
33             51             
41             52             
41             55             
33             52             
37             53             
38             51             
33             50             
36             55             
25             46             
23             43             
35             46             
33             42             
28             53             
30             46             
31             53             
21             59             
37             40             
30             69             
34             63             
40             58             
31             53             
37             60             
53             65             
35             57             
28             64             
55             57             
53             55             
11             61             
25             81             
25             66             
-              70             
-              54             
-              66             
-              63             
-              59             
-              -              
